interval_start_local,hourly_load,hour,dayofweek,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,target_22,target_23,target_24
2025-04-04 21:00:00-07:00,24077.583333333332,21,4,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,24602.75,24142.416666666668,22182.166666666668,21098.916666666668,20709.416666666668,20898.75,21482.0,22160.75,22783.25,23833.75,25025.916666666668,23109.416666666668,21889.916666666668,21253.916666666668,20646.583333333332,20231.416666666668,19851.166666666668,19936.583333333332,20317.75,21088.083333333332,20863.166666666668,19289.916666666668,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332
2025-04-04 22:00:00-07:00,23109.416666666668,22,4,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,24602.75,24142.416666666668,22182.166666666668,21098.916666666668,20709.416666666668,20898.75,21482.0,22160.75,22783.25,23833.75,21889.916666666668,21253.916666666668,20646.583333333332,20231.416666666668,19851.166666666668,19936.583333333332,20317.75,21088.083333333332,20863.166666666668,19289.916666666668,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332
2025-04-04 23:00:00-07:00,21889.916666666668,23,4,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,24602.75,24142.416666666668,22182.166666666668,21098.916666666668,20709.416666666668,20898.75,21482.0,22160.75,22783.25,21253.916666666668,20646.583333333332,20231.416666666668,19851.166666666668,19936.583333333332,20317.75,21088.083333333332,20863.166666666668,19289.916666666668,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332
2025-04-05 00:00:00-07:00,21253.916666666668,0,5,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,24602.75,24142.416666666668,22182.166666666668,21098.916666666668,20709.416666666668,20898.75,21482.0,22160.75,20646.583333333332,20231.416666666668,19851.166666666668,19936.583333333332,20317.75,21088.083333333332,20863.166666666668,19289.916666666668,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668
2025-04-05 01:00:00-07:00,20646.583333333332,1,5,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,24602.75,24142.416666666668,22182.166666666668,21098.916666666668,20709.416666666668,20898.75,21482.0,20231.416666666668,19851.166666666668,19936.583333333332,20317.75,21088.083333333332,20863.166666666668,19289.916666666668,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332
2025-04-05 02:00:00-07:00,20231.416666666668,2,5,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,24602.75,24142.416666666668,22182.166666666668,21098.916666666668,20709.416666666668,20898.75,19851.166666666668,19936.583333333332,20317.75,21088.083333333332,20863.166666666668,19289.916666666668,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5
2025-04-05 03:00:00-07:00,19851.166666666668,3,5,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,24602.75,24142.416666666668,22182.166666666668,21098.916666666668,20709.416666666668,19936.583333333332,20317.75,21088.083333333332,20863.166666666668,19289.916666666668,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75
2025-04-05 04:00:00-07:00,19936.583333333332,4,5,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,24602.75,24142.416666666668,22182.166666666668,21098.916666666668,20317.75,21088.083333333332,20863.166666666668,19289.916666666668,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668
2025-04-05 05:00:00-07:00,20317.75,5,5,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,24602.75,24142.416666666668,22182.166666666668,21088.083333333332,20863.166666666668,19289.916666666668,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5
2025-04-05 06:00:00-07:00,21088.083333333332,6,5,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,24602.75,24142.416666666668,20863.166666666668,19289.916666666668,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332
2025-04-05 07:00:00-07:00,20863.166666666668,7,5,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,24602.75,19289.916666666668,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668
2025-04-05 08:00:00-07:00,19289.916666666668,8,5,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,22949.75,16984.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668
2025-04-05 09:00:00-07:00,16984.833333333332,9,5,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,20497.833333333332,14915.25,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25
2025-04-05 10:00:00-07:00,14915.25,10,5,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,18011.583333333332,13280.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334
2025-04-05 11:00:00-07:00,13280.666666666666,11,5,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,16326.666666666666,12136.083333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0
2025-04-05 12:00:00-07:00,12136.083333333334,12,5,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,15150.583333333334,11613.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25
2025-04-05 13:00:00-07:00,11613.166666666666,13,5,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,15071.166666666666,12106.916666666666,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334
2025-04-05 14:00:00-07:00,12106.916666666666,14,5,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15301.083333333334,13502.25,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334
2025-04-05 15:00:00-07:00,13502.25,15,5,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,16135.333333333334,15460.083333333334,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334
2025-04-05 16:00:00-07:00,15460.083333333334,16,5,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,17483.25,18626.333333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334
2025-04-05 17:00:00-07:00,18626.333333333332,17,5,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,20004.833333333332,21564.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668
2025-04-05 18:00:00-07:00,21564.25,18,5,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,22522.25,23394.25,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668
2025-04-05 19:00:00-07:00,23394.25,19,5,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,24457.916666666668,23605.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5
2025-04-05 20:00:00-07:00,23605.0,20,5,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,24535.0,22975.833333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0
2025-04-05 21:00:00-07:00,22975.833333333332,21,5,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,24077.583333333332,21946.583333333332,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668
2025-04-05 22:00:00-07:00,21946.583333333332,22,5,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,23109.416666666668,20946.583333333332,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25
2025-04-05 23:00:00-07:00,20946.583333333332,23,5,21946.583333333332,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,21889.916666666668,20316.666666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25,20760.333333333332
2025-04-06 00:00:00-07:00,20316.666666666668,0,6,20946.583333333332,21946.583333333332,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,21253.916666666668,19578.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25,20760.333333333332,19956.583333333332
2025-04-06 01:00:00-07:00,19578.583333333332,1,6,20316.666666666668,20946.583333333332,21946.583333333332,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,20646.583333333332,18917.5,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25,20760.333333333332,19956.583333333332,19223.333333333332
2025-04-06 02:00:00-07:00,18917.5,2,6,19578.583333333332,20316.666666666668,20946.583333333332,21946.583333333332,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,20231.416666666668,18723.75,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25,20760.333333333332,19956.583333333332,19223.333333333332,18642.25
2025-04-06 03:00:00-07:00,18723.75,3,6,18917.5,19578.583333333332,20316.666666666668,20946.583333333332,21946.583333333332,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19851.166666666668,18861.666666666668,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25,20760.333333333332,19956.583333333332,19223.333333333332,18642.25,18447.833333333332
2025-04-06 04:00:00-07:00,18861.666666666668,4,6,18723.75,18917.5,19578.583333333332,20316.666666666668,20946.583333333332,21946.583333333332,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19936.583333333332,19134.5,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25,20760.333333333332,19956.583333333332,19223.333333333332,18642.25,18447.833333333332,18949.75
2025-04-06 05:00:00-07:00,19134.5,5,6,18861.666666666668,18723.75,18917.5,19578.583333333332,20316.666666666668,20946.583333333332,21946.583333333332,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,20317.75,19650.833333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25,20760.333333333332,19956.583333333332,19223.333333333332,18642.25,18447.833333333332,18949.75,20426.583333333332
2025-04-06 06:00:00-07:00,19650.833333333332,6,6,19134.5,18861.666666666668,18723.75,18917.5,19578.583333333332,20316.666666666668,20946.583333333332,21946.583333333332,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,21088.083333333332,19347.416666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25,20760.333333333332,19956.583333333332,19223.333333333332,18642.25,18447.833333333332,18949.75,20426.583333333332,22386.0
2025-04-06 07:00:00-07:00,19347.416666666668,7,6,19650.833333333332,19134.5,18861.666666666668,18723.75,18917.5,19578.583333333332,20316.666666666668,20946.583333333332,21946.583333333332,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,20863.166666666668,17963.166666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25,20760.333333333332,19956.583333333332,19223.333333333332,18642.25,18447.833333333332,18949.75,20426.583333333332,22386.0,23208.0
2025-04-06 08:00:00-07:00,17963.166666666668,8,6,19347.416666666668,19650.833333333332,19134.5,18861.666666666668,18723.75,18917.5,19578.583333333332,20316.666666666668,20946.583333333332,21946.583333333332,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,19289.916666666668,15801.25,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25,20760.333333333332,19956.583333333332,19223.333333333332,18642.25,18447.833333333332,18949.75,20426.583333333332,22386.0,23208.0,22563.75
2025-04-06 09:00:00-07:00,15801.25,9,6,17963.166666666668,19347.416666666668,19650.833333333332,19134.5,18861.666666666668,18723.75,18917.5,19578.583333333332,20316.666666666668,20946.583333333332,21946.583333333332,22975.833333333332,23605.0,23394.25,21564.25,18626.333333333332,15460.083333333334,13502.25,12106.916666666666,11613.166666666666,12136.083333333334,13280.666666666666,14915.25,16984.833333333332,14219.333333333334,12753.0,12034.25,12045.333333333334,12576.083333333334,13692.583333333334,15826.583333333334,19206.666666666668,21970.416666666668,23800.5,24053.0,23480.166666666668,22222.25,20760.333333333332,19956.583333333332,19223.333333333332,18642.25,18447.833333333332,18949.75,20426.583333333332,22386.0,23208.0,22563.75,21112.916666666668
