interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,solar,wind,geothermal,biomass,biogas,small_hydro,coal,nuclear,natural_gas,large_hydro,batteries,imports,other
2025-04-01T00:00:00-07:00,2025-04-01 07:00:00+00:00,2025-04-01T00:05:00-07:00,2025-04-01 07:05:00+00:00,92,4490,832,126,143,225,1,2276,3196,3375,356,7383,0
2025-04-01T00:05:00-07:00,2025-04-01 07:05:00+00:00,2025-04-01T00:10:00-07:00,2025-04-01 07:10:00+00:00,92,4397,838,128,144,224,1,2276,3176,3167,1122,7227,0
2025-04-01T00:10:00-07:00,2025-04-01 07:10:00+00:00,2025-04-01T00:15:00-07:00,2025-04-01 07:15:00+00:00,93,4366,839,128,143,224,1,2276,3078,3105,1244,7358,0
2025-04-01T00:15:00-07:00,2025-04-01 07:15:00+00:00,2025-04-01T00:20:00-07:00,2025-04-01 07:20:00+00:00,92,4329,839,127,143,223,0,2277,3053,3114,1022,7445,0
2025-04-01T00:20:00-07:00,2025-04-01 07:20:00+00:00,2025-04-01T00:25:00-07:00,2025-04-01 07:25:00+00:00,92,4249,840,128,143,224,0,2277,3120,3087,892,7621,0
2025-04-01T00:25:00-07:00,2025-04-01 07:25:00+00:00,2025-04-01T00:30:00-07:00,2025-04-01 07:30:00+00:00,92,4189,841,127,144,223,1,2277,3148,3115,823,7656,0
2025-04-01T00:30:00-07:00,2025-04-01 07:30:00+00:00,2025-04-01T00:35:00-07:00,2025-04-01 07:35:00+00:00,92,4218,841,127,144,223,1,2277,3164,3115,729,7699,0
2025-04-01T00:35:00-07:00,2025-04-01 07:35:00+00:00,2025-04-01T00:40:00-07:00,2025-04-01 07:40:00+00:00,92,4267,840,128,144,224,1,2276,3167,3096,560,7666,0
2025-04-01T00:40:00-07:00,2025-04-01 07:40:00+00:00,2025-04-01T00:45:00-07:00,2025-04-01 07:45:00+00:00,92,4267,841,125,144,224,1,2277,3227,3079,513,7651,0
2025-04-01T00:45:00-07:00,2025-04-01 07:45:00+00:00,2025-04-01T00:50:00-07:00,2025-04-01 07:50:00+00:00,-23,4239,840,126,144,222,0,2277,3261,3081,371,7622,0
2025-04-01T00:50:00-07:00,2025-04-01 07:50:00+00:00,2025-04-01T00:55:00-07:00,2025-04-01 07:55:00+00:00,-56,4196,840,126,144,222,0,2277,3275,3112,406,7520,0
2025-04-01T00:55:00-07:00,2025-04-01 07:55:00+00:00,2025-04-01T01:00:00-07:00,2025-04-01 08:00:00+00:00,-56,4164,840,126,144,223,1,2277,3209,3116,329,7638,0
2025-04-01T01:00:00-07:00,2025-04-01 08:00:00+00:00,2025-04-01T01:05:00-07:00,2025-04-01 08:05:00+00:00,-56,4156,840,127,144,224,2,2277,3080,3102,367,7678,0
2025-04-01T01:05:00-07:00,2025-04-01 08:05:00+00:00,2025-04-01T01:10:00-07:00,2025-04-01 08:10:00+00:00,-57,4257,846,126,144,224,0,2277,3009,3028,474,7487,0
2025-04-01T01:10:00-07:00,2025-04-01 08:10:00+00:00,2025-04-01T01:15:00-07:00,2025-04-01 08:15:00+00:00,-57,4361,846,127,144,223,0,2276,3000,2992,346,7490,0
2025-04-01T01:15:00-07:00,2025-04-01 08:15:00+00:00,2025-04-01T01:20:00-07:00,2025-04-01 08:20:00+00:00,-57,4405,843,125,144,223,0,2277,2994,3004,297,7476,0
2025-04-01T01:20:00-07:00,2025-04-01 08:20:00+00:00,2025-04-01T01:25:00-07:00,2025-04-01 08:25:00+00:00,-57,4306,842,126,144,223,1,2279,2973,2890,382,7528,0
2025-04-01T01:25:00-07:00,2025-04-01 08:25:00+00:00,2025-04-01T01:30:00-07:00,2025-04-01 08:30:00+00:00,-57,4248,837,125,144,224,0,2277,2973,2688,521,7718,0
2025-04-01T01:30:00-07:00,2025-04-01 08:30:00+00:00,2025-04-01T01:35:00-07:00,2025-04-01 08:35:00+00:00,-57,4203,838,123,144,224,0,2277,2976,2664,502,7660,0
2025-04-01T01:35:00-07:00,2025-04-01 08:35:00+00:00,2025-04-01T01:40:00-07:00,2025-04-01 08:40:00+00:00,-57,4256,837,123,144,224,0,2277,2984,2655,310,7614,0
2025-04-01T01:40:00-07:00,2025-04-01 08:40:00+00:00,2025-04-01T01:45:00-07:00,2025-04-01 08:45:00+00:00,-57,4221,837,124,144,224,1,2277,2927,2668,296,7654,0
2025-04-01T01:45:00-07:00,2025-04-01 08:45:00+00:00,2025-04-01T01:50:00-07:00,2025-04-01 08:50:00+00:00,-57,4128,836,124,144,224,0,2277,2861,2685,350,7723,0
2025-04-01T01:50:00-07:00,2025-04-01 08:50:00+00:00,2025-04-01T01:55:00-07:00,2025-04-01 08:55:00+00:00,-57,4086,835,123,144,224,0,2277,2814,2699,383,7709,0
2025-04-01T01:55:00-07:00,2025-04-01 08:55:00+00:00,2025-04-01T02:00:00-07:00,2025-04-01 09:00:00+00:00,-57,4053,835,124,144,224,0,2277,2841,2700,336,7680,0
2025-04-01T02:00:00-07:00,2025-04-01 09:00:00+00:00,2025-04-01T02:05:00-07:00,2025-04-01 09:05:00+00:00,-57,4083,835,124,144,224,0,2277,2962,2653,267,7589,0
2025-04-01T02:05:00-07:00,2025-04-01 09:05:00+00:00,2025-04-01T02:10:00-07:00,2025-04-01 09:10:00+00:00,-57,4101,830,126,143,224,0,2277,3023,2543,490,7316,0
2025-04-01T02:10:00-07:00,2025-04-01 09:10:00+00:00,2025-04-01T02:15:00-07:00,2025-04-01 09:15:00+00:00,-57,4109,828,127,143,224,1,2276,3023,2536,201,7557,0
2025-04-01T02:15:00-07:00,2025-04-01 09:15:00+00:00,2025-04-01T02:20:00-07:00,2025-04-01 09:20:00+00:00,-57,4126,827,125,144,224,0,2277,3040,2562,91,7584,0
2025-04-01T02:20:00-07:00,2025-04-01 09:20:00+00:00,2025-04-01T02:25:00-07:00,2025-04-01 09:25:00+00:00,-57,4221,827,124,144,224,0,2276,3042,2554,5,7527,0
2025-04-01T02:25:00-07:00,2025-04-01 09:25:00+00:00,2025-04-01T02:30:00-07:00,2025-04-01 09:30:00+00:00,-57,4234,827,125,144,224,0,2277,3042,2545,-58,7522,0
2025-04-01T02:30:00-07:00,2025-04-01 09:30:00+00:00,2025-04-01T02:35:00-07:00,2025-04-01 09:35:00+00:00,-57,4159,828,125,144,225,0,2276,3051,2528,-57,7629,0
2025-04-01T02:35:00-07:00,2025-04-01 09:35:00+00:00,2025-04-01T02:40:00-07:00,2025-04-01 09:40:00+00:00,-57,4094,827,124,144,224,0,2277,3055,2515,10,7494,0
2025-04-01T02:40:00-07:00,2025-04-01 09:40:00+00:00,2025-04-01T02:45:00-07:00,2025-04-01 09:45:00+00:00,-56,4099,827,123,144,224,1,2276,2998,2540,-178,7656,0
2025-04-01T02:45:00-07:00,2025-04-01 09:45:00+00:00,2025-04-01T02:50:00-07:00,2025-04-01 09:50:00+00:00,-56,4082,827,124,144,225,0,2276,2945,2555,-39,7611,0
2025-04-01T02:50:00-07:00,2025-04-01 09:50:00+00:00,2025-04-01T02:55:00-07:00,2025-04-01 09:55:00+00:00,-56,4041,828,125,144,224,1,2276,2942,2559,-65,7628,0
2025-04-01T02:55:00-07:00,2025-04-01 09:55:00+00:00,2025-04-01T03:00:00-07:00,2025-04-01 10:00:00+00:00,-56,4002,827,126,144,225,1,2276,2850,2556,22,7643,0
2025-04-01T03:00:00-07:00,2025-04-01 10:00:00+00:00,2025-04-01T03:05:00-07:00,2025-04-01 10:05:00+00:00,-56,4049,827,127,144,225,0,2276,2789,2533,71,7579,0
2025-04-01T03:05:00-07:00,2025-04-01 10:05:00+00:00,2025-04-01T03:10:00-07:00,2025-04-01 10:10:00+00:00,-57,4100,827,128,144,224,0,2276,2808,2531,-56,7596,0
2025-04-01T03:10:00-07:00,2025-04-01 10:10:00+00:00,2025-04-01T03:15:00-07:00,2025-04-01 10:15:00+00:00,-57,4132,832,127,144,225,0,2275,2937,2540,-88,7405,0
2025-04-01T03:15:00-07:00,2025-04-01 10:15:00+00:00,2025-04-01T03:20:00-07:00,2025-04-01 10:20:00+00:00,-57,4135,835,129,144,224,0,2275,3018,2516,-151,7393,0
2025-04-01T03:20:00-07:00,2025-04-01 10:20:00+00:00,2025-04-01T03:25:00-07:00,2025-04-01 10:25:00+00:00,-57,4098,839,128,144,224,1,2275,2991,2527,-302,7644,0
2025-04-01T03:25:00-07:00,2025-04-01 10:25:00+00:00,2025-04-01T03:30:00-07:00,2025-04-01 10:30:00+00:00,-57,4083,839,127,144,225,1,2276,2931,2511,-317,7753,0
2025-04-01T03:30:00-07:00,2025-04-01 10:30:00+00:00,2025-04-01T03:35:00-07:00,2025-04-01 10:35:00+00:00,-57,4058,850,128,145,225,2,2276,2722,2488,-21,7693,0
2025-04-01T03:35:00-07:00,2025-04-01 10:35:00+00:00,2025-04-01T03:40:00-07:00,2025-04-01 10:40:00+00:00,-58,4011,864,129,144,225,2,2275,2583,2508,328,7515,0
2025-04-01T03:40:00-07:00,2025-04-01 10:40:00+00:00,2025-04-01T03:45:00-07:00,2025-04-01 10:45:00+00:00,-58,4024,865,127,144,225,2,2276,2619,2532,404,7365,0
2025-04-01T03:45:00-07:00,2025-04-01 10:45:00+00:00,2025-04-01T03:50:00-07:00,2025-04-01 10:50:00+00:00,-58,4039,857,128,144,225,2,2275,2728,2549,264,7385,0
2025-04-01T03:50:00-07:00,2025-04-01 10:50:00+00:00,2025-04-01T03:55:00-07:00,2025-04-01 10:55:00+00:00,-58,4055,850,129,145,225,0,2277,2879,2541,10,7492,0
2025-04-01T03:55:00-07:00,2025-04-01 10:55:00+00:00,2025-04-01T04:00:00-07:00,2025-04-01 11:00:00+00:00,-59,4068,842,129,144,225,-1,2276,2964,2507,-101,7486,0
2025-04-01T04:00:00-07:00,2025-04-01 11:00:00+00:00,2025-04-01T04:05:00-07:00,2025-04-01 11:05:00+00:00,-58,4059,837,129,144,225,-1,2277,2967,2535,-137,7514,0
2025-04-01T04:05:00-07:00,2025-04-01 11:05:00+00:00,2025-04-01T04:10:00-07:00,2025-04-01 11:10:00+00:00,-58,4047,821,129,144,225,-1,2277,2995,2655,-133,7459,0
2025-04-01T04:10:00-07:00,2025-04-01 11:10:00+00:00,2025-04-01T04:15:00-07:00,2025-04-01 11:15:00+00:00,-58,4095,797,127,144,233,-2,2276,3025,2721,-87,7319,0
2025-04-01T04:15:00-07:00,2025-04-01 11:15:00+00:00,2025-04-01T04:20:00-07:00,2025-04-01 11:20:00+00:00,-58,4104,783,128,145,239,-1,2276,3034,2728,-73,7353,0
2025-04-01T04:20:00-07:00,2025-04-01 11:20:00+00:00,2025-04-01T04:25:00-07:00,2025-04-01 11:25:00+00:00,-58,4098,784,130,144,239,-1,2275,3018,2698,86,7274,0
2025-04-01T04:25:00-07:00,2025-04-01 11:25:00+00:00,2025-04-01T04:30:00-07:00,2025-04-01 11:30:00+00:00,-58,4061,784,128,144,239,-2,2276,3023,2666,316,7092,0
2025-04-01T04:30:00-07:00,2025-04-01 11:30:00+00:00,2025-04-01T04:35:00-07:00,2025-04-01 11:35:00+00:00,-58,4051,786,128,144,238,-2,2275,3030,2666,106,7270,0
2025-04-01T04:35:00-07:00,2025-04-01 11:35:00+00:00,2025-04-01T04:40:00-07:00,2025-04-01 11:40:00+00:00,-58,4088,788,129,144,239,-1,2274,3018,2696,239,7143,0
2025-04-01T04:40:00-07:00,2025-04-01 11:40:00+00:00,2025-04-01T04:45:00-07:00,2025-04-01 11:45:00+00:00,-58,4081,790,129,144,239,-1,2275,2988,2686,305,7134,0
2025-04-01T04:45:00-07:00,2025-04-01 11:45:00+00:00,2025-04-01T04:50:00-07:00,2025-04-01 11:50:00+00:00,-58,3998,789,129,144,240,-1,2275,2988,2667,428,7114,0
2025-04-01T04:50:00-07:00,2025-04-01 11:50:00+00:00,2025-04-01T04:55:00-07:00,2025-04-01 11:55:00+00:00,-58,3954,788,129,145,239,-2,2274,3006,2634,914,6763,0
2025-04-01T04:55:00-07:00,2025-04-01 11:55:00+00:00,2025-04-01T05:00:00-07:00,2025-04-01 12:00:00+00:00,-58,3936,788,129,144,238,-2,2274,3032,2564,1187,6624,0
2025-04-01T05:00:00-07:00,2025-04-01 12:00:00+00:00,2025-04-01T05:05:00-07:00,2025-04-01 12:05:00+00:00,-58,4005,788,128,144,238,-2,2273,2985,2551,926,6925,0
2025-04-01T05:05:00-07:00,2025-04-01 12:05:00+00:00,2025-04-01T05:10:00-07:00,2025-04-01 12:10:00+00:00,-57,4090,795,129,144,239,-1,2275,2867,2558,814,7240,0
2025-04-01T05:10:00-07:00,2025-04-01 12:10:00+00:00,2025-04-01T05:15:00-07:00,2025-04-01 12:15:00+00:00,-58,4167,799,130,144,240,-1,2273,2780,2608,1269,6935,0
2025-04-01T05:15:00-07:00,2025-04-01 12:15:00+00:00,2025-04-01T05:20:00-07:00,2025-04-01 12:20:00+00:00,-58,4173,793,129,143,239,-1,2274,2664,2631,1430,7003,0
2025-04-01T05:20:00-07:00,2025-04-01 12:20:00+00:00,2025-04-01T05:25:00-07:00,2025-04-01 12:25:00+00:00,-58,4162,789,129,144,239,-1,2274,2612,2690,1495,7032,0
2025-04-01T05:25:00-07:00,2025-04-01 12:25:00+00:00,2025-04-01T05:30:00-07:00,2025-04-01 12:30:00+00:00,-58,4165,790,129,144,239,-1,2273,2625,2749,1346,7208,0
2025-04-01T05:30:00-07:00,2025-04-01 12:30:00+00:00,2025-04-01T05:35:00-07:00,2025-04-01 12:35:00+00:00,-59,4129,790,129,143,239,-1,2274,2670,2746,1417,7219,0
2025-04-01T05:35:00-07:00,2025-04-01 12:35:00+00:00,2025-04-01T05:40:00-07:00,2025-04-01 12:40:00+00:00,-59,4103,788,129,143,239,0,2272,2707,2753,1463,7232,0
2025-04-01T05:40:00-07:00,2025-04-01 12:40:00+00:00,2025-04-01T05:45:00-07:00,2025-04-01 12:45:00+00:00,-59,4172,787,128,143,239,-1,2273,2743,2726,1592,7178,0
2025-04-01T05:45:00-07:00,2025-04-01 12:45:00+00:00,2025-04-01T05:50:00-07:00,2025-04-01 12:50:00+00:00,-59,4157,791,129,144,239,-1,2273,2791,2733,1697,7079,0
2025-04-01T05:50:00-07:00,2025-04-01 12:50:00+00:00,2025-04-01T05:55:00-07:00,2025-04-01 12:55:00+00:00,-59,4137,792,130,143,239,-1,2272,2824,2730,1599,7296,0
2025-04-01T05:55:00-07:00,2025-04-01 12:55:00+00:00,2025-04-01T06:00:00-07:00,2025-04-01 13:00:00+00:00,-59,4097,793,129,144,240,-1,2272,2845,2778,1721,7250,0
2025-04-01T06:00:00-07:00,2025-04-01 13:00:00+00:00,2025-04-01T06:05:00-07:00,2025-04-01 13:05:00+00:00,-59,4072,793,129,146,235,-1,2271,2859,2768,2199,6942,0
2025-04-01T06:05:00-07:00,2025-04-01 13:05:00+00:00,2025-04-01T06:10:00-07:00,2025-04-01 13:10:00+00:00,-59,4074,807,128,143,227,-1,2272,2885,2975,2641,6592,0
2025-04-01T06:10:00-07:00,2025-04-01 13:10:00+00:00,2025-04-01T06:15:00-07:00,2025-04-01 13:15:00+00:00,-59,4059,817,127,144,227,-1,2270,2887,3116,3080,6324,0
2025-04-01T06:15:00-07:00,2025-04-01 13:15:00+00:00,2025-04-01T06:20:00-07:00,2025-04-01 13:20:00+00:00,-60,4029,817,127,143,227,0,2271,2893,3239,3388,6100,0
2025-04-01T06:20:00-07:00,2025-04-01 13:20:00+00:00,2025-04-01T06:25:00-07:00,2025-04-01 13:25:00+00:00,-60,4018,816,129,143,227,-1,2269,2951,3429,3844,5698,0
2025-04-01T06:25:00-07:00,2025-04-01 13:25:00+00:00,2025-04-01T06:30:00-07:00,2025-04-01 13:30:00+00:00,-60,4018,811,129,143,227,-1,2272,3011,3523,3534,5922,0
2025-04-01T06:30:00-07:00,2025-04-01 13:30:00+00:00,2025-04-01T06:35:00-07:00,2025-04-01 13:35:00+00:00,-58,3995,811,130,143,226,-1,2272,3038,3538,3372,6228,0
2025-04-01T06:35:00-07:00,2025-04-01 13:35:00+00:00,2025-04-01T06:40:00-07:00,2025-04-01 13:40:00+00:00,-49,3999,814,129,144,226,-1,2271,3041,3529,3322,6430,0
2025-04-01T06:40:00-07:00,2025-04-01 13:40:00+00:00,2025-04-01T06:45:00-07:00,2025-04-01 13:45:00+00:00,-19,4002,816,129,143,226,-1,2271,3071,3546,3311,6479,0
2025-04-01T06:45:00-07:00,2025-04-01 13:45:00+00:00,2025-04-01T06:50:00-07:00,2025-04-01 13:50:00+00:00,30,3971,816,128,144,227,-1,2271,3104,3576,3283,6599,0
2025-04-01T06:50:00-07:00,2025-04-01 13:50:00+00:00,2025-04-01T06:55:00-07:00,2025-04-01 13:55:00+00:00,137,3970,818,129,143,226,-1,2270,3030,3682,3332,6570,0
2025-04-01T06:55:00-07:00,2025-04-01 13:55:00+00:00,2025-04-01T07:00:00-07:00,2025-04-01 14:00:00+00:00,287,3978,821,130,143,226,-1,2272,2781,3746,3129,6822,0
2025-04-01T07:00:00-07:00,2025-04-01 14:00:00+00:00,2025-04-01T07:05:00-07:00,2025-04-01 14:05:00+00:00,491,3958,819,129,143,225,-2,2271,2572,3718,2931,7238,0
2025-04-01T07:05:00-07:00,2025-04-01 14:05:00+00:00,2025-04-01T07:10:00-07:00,2025-04-01 14:10:00+00:00,748,3958,813,130,144,223,-1,2272,2577,3637,2808,7328,0
2025-04-01T07:10:00-07:00,2025-04-01 14:10:00+00:00,2025-04-01T07:15:00-07:00,2025-04-01 14:15:00+00:00,1038,3936,812,129,143,217,-2,2272,2437,3609,2651,7473,0
2025-04-01T07:15:00-07:00,2025-04-01 14:15:00+00:00,2025-04-01T07:20:00-07:00,2025-04-01 14:20:00+00:00,1392,3934,804,129,144,223,-2,2272,2390,3652,2366,7532,0
2025-04-01T07:20:00-07:00,2025-04-01 14:20:00+00:00,2025-04-01T07:25:00-07:00,2025-04-01 14:25:00+00:00,1903,3913,773,129,144,225,-2,2271,2345,3665,1969,7569,0
2025-04-01T07:25:00-07:00,2025-04-01 14:25:00+00:00,2025-04-01T07:30:00-07:00,2025-04-01 14:30:00+00:00,2475,3829,766,128,143,224,-3,2273,2372,3669,1430,7560,0
2025-04-01T07:30:00-07:00,2025-04-01 14:30:00+00:00,2025-04-01T07:35:00-07:00,2025-04-01 14:35:00+00:00,3131,3821,754,130,144,224,-2,2273,2425,3492,902,7568,0
2025-04-01T07:35:00-07:00,2025-04-01 14:35:00+00:00,2025-04-01T07:40:00-07:00,2025-04-01 14:40:00+00:00,3983,3874,749,129,144,224,-1,2272,2321,3242,666,7375,0
2025-04-01T07:40:00-07:00,2025-04-01 14:40:00+00:00,2025-04-01T07:45:00-07:00,2025-04-01 14:45:00+00:00,4785,3904,755,128,144,225,-1,2274,2170,3177,439,6999,0
2025-04-01T07:45:00-07:00,2025-04-01 14:45:00+00:00,2025-04-01T07:50:00-07:00,2025-04-01 14:50:00+00:00,5726,3904,754,129,144,225,-1,2273,2138,3171,122,6259,0
2025-04-01T07:50:00-07:00,2025-04-01 14:50:00+00:00,2025-04-01T07:55:00-07:00,2025-04-01 14:55:00+00:00,6536,3856,754,130,144,224,-2,2273,2061,3147,-238,5863,0
2025-04-01T07:55:00-07:00,2025-04-01 14:55:00+00:00,2025-04-01T08:00:00-07:00,2025-04-01 15:00:00+00:00,7518,3779,753,130,143,223,-2,2274,1982,3104,-973,5737,0
2025-04-01T08:00:00-07:00,2025-04-01 15:00:00+00:00,2025-04-01T08:05:00-07:00,2025-04-01 15:05:00+00:00,8652,3751,752,130,144,223,-2,2273,1968,3005,-1155,4899,0
2025-04-01T08:05:00-07:00,2025-04-01 15:05:00+00:00,2025-04-01T08:10:00-07:00,2025-04-01 15:10:00+00:00,9992,3755,752,127,144,223,-2,2273,1876,2679,-1061,4115,0
2025-04-01T08:10:00-07:00,2025-04-01 15:10:00+00:00,2025-04-01T08:15:00-07:00,2025-04-01 15:15:00+00:00,10923,3808,750,130,145,224,-2,2272,1941,2478,-1248,3585,0
2025-04-01T08:15:00-07:00,2025-04-01 15:15:00+00:00,2025-04-01T08:20:00-07:00,2025-04-01 15:20:00+00:00,11817,3904,749,130,144,223,-2,2273,1995,2410,-1839,3083,0
2025-04-01T08:20:00-07:00,2025-04-01 15:20:00+00:00,2025-04-01T08:25:00-07:00,2025-04-01 15:25:00+00:00,12628,4007,743,132,144,224,-1,2274,2030,2353,-2386,2622,0
2025-04-01T08:25:00-07:00,2025-04-01 15:25:00+00:00,2025-04-01T08:30:00-07:00,2025-04-01 15:30:00+00:00,12974,4154,741,129,144,225,-1,2274,2056,2345,-2777,2240,0
2025-04-01T08:30:00-07:00,2025-04-01 15:30:00+00:00,2025-04-01T08:35:00-07:00,2025-04-01 15:35:00+00:00,13179,4288,749,131,146,224,-1,2274,2068,2382,-2593,1565,0
2025-04-01T08:35:00-07:00,2025-04-01 15:35:00+00:00,2025-04-01T08:40:00-07:00,2025-04-01 15:40:00+00:00,13431,4419,756,131,145,224,-1,2275,2012,2375,-2717,1269,0
2025-04-01T08:40:00-07:00,2025-04-01 15:40:00+00:00,2025-04-01T08:45:00-07:00,2025-04-01 15:45:00+00:00,13549,4459,767,130,146,224,-1,2274,1995,2394,-2626,986,0
2025-04-01T08:45:00-07:00,2025-04-01 15:45:00+00:00,2025-04-01T08:50:00-07:00,2025-04-01 15:50:00+00:00,13681,4476,767,127,144,224,-1,2274,2004,2410,-2841,996,0
2025-04-01T08:50:00-07:00,2025-04-01 15:50:00+00:00,2025-04-01T08:55:00-07:00,2025-04-01 15:55:00+00:00,13781,4534,765,124,144,225,-1,2274,1994,2408,-3158,1025,0
2025-04-01T08:55:00-07:00,2025-04-01 15:55:00+00:00,2025-04-01T09:00:00-07:00,2025-04-01 16:00:00+00:00,13655,4567,765,125,144,225,-1,2274,1999,2393,-3326,1181,0
2025-04-01T09:00:00-07:00,2025-04-01 16:00:00+00:00,2025-04-01T09:05:00-07:00,2025-04-01 16:05:00+00:00,13652,4612,764,122,143,225,0,2272,1994,2349,-3249,1091,0
2025-04-01T09:05:00-07:00,2025-04-01 16:05:00+00:00,2025-04-01T09:10:00-07:00,2025-04-01 16:10:00+00:00,13859,4737,757,123,144,225,0,2273,1893,2172,-3165,1111,0
2025-04-01T09:10:00-07:00,2025-04-01 16:10:00+00:00,2025-04-01T09:15:00-07:00,2025-04-01 16:15:00+00:00,14163,4822,758,122,143,232,0,2275,1849,2180,-3397,874,0
2025-04-01T09:15:00-07:00,2025-04-01 16:15:00+00:00,2025-04-01T09:20:00-07:00,2025-04-01 16:20:00+00:00,14295,4840,756,124,144,232,0,2275,1844,2192,-3531,870,0
2025-04-01T09:20:00-07:00,2025-04-01 16:20:00+00:00,2025-04-01T09:25:00-07:00,2025-04-01 16:25:00+00:00,13531,4787,765,124,145,232,0,2274,1850,2188,-3030,1113,0
2025-04-01T09:25:00-07:00,2025-04-01 16:25:00+00:00,2025-04-01T09:30:00-07:00,2025-04-01 16:30:00+00:00,13129,4774,766,125,144,232,0,2273,1852,2017,-2934,1380,0
2025-04-01T09:30:00-07:00,2025-04-01 16:30:00+00:00,2025-04-01T09:35:00-07:00,2025-04-01 16:35:00+00:00,13034,4775,764,126,144,232,-1,2275,1849,2002,-2924,1386,0
2025-04-01T09:35:00-07:00,2025-04-01 16:35:00+00:00,2025-04-01T09:40:00-07:00,2025-04-01 16:40:00+00:00,13102,4793,757,129,144,231,-1,2275,1852,1987,-3456,1722,0
2025-04-01T09:40:00-07:00,2025-04-01 16:40:00+00:00,2025-04-01T09:45:00-07:00,2025-04-01 16:45:00+00:00,13221,4801,748,131,144,232,0,2276,1856,1682,-3630,1930,0
2025-04-01T09:45:00-07:00,2025-04-01 16:45:00+00:00,2025-04-01T09:50:00-07:00,2025-04-01 16:50:00+00:00,13274,4833,723,131,144,231,0,2274,1854,1657,-3828,1891,0
2025-04-01T09:50:00-07:00,2025-04-01 16:50:00+00:00,2025-04-01T09:55:00-07:00,2025-04-01 16:55:00+00:00,13556,4907,677,132,144,227,-1,2275,1851,1567,-3990,1643,0
2025-04-01T09:55:00-07:00,2025-04-01 16:55:00+00:00,2025-04-01T10:00:00-07:00,2025-04-01 17:00:00+00:00,13610,5043,677,131,143,227,-1,2275,1850,1565,-4363,1729,0
2025-04-01T10:00:00-07:00,2025-04-01 17:00:00+00:00,2025-04-01T10:05:00-07:00,2025-04-01 17:05:00+00:00,13576,5133,678,130,145,227,-1,2276,1847,1561,-4425,1604,0
2025-04-01T10:05:00-07:00,2025-04-01 17:05:00+00:00,2025-04-01T10:10:00-07:00,2025-04-01 17:10:00+00:00,13698,5121,697,132,144,223,0,2275,1811,1407,-4571,1734,0
2025-04-01T10:10:00-07:00,2025-04-01 17:10:00+00:00,2025-04-01T10:15:00-07:00,2025-04-01 17:15:00+00:00,14169,5206,706,133,144,221,-1,2274,1764,1305,-4768,1396,0
2025-04-01T10:15:00-07:00,2025-04-01 17:15:00+00:00,2025-04-01T10:20:00-07:00,2025-04-01 17:20:00+00:00,14613,5214,710,130,143,220,-1,2274,1766,1262,-5618,1584,0
2025-04-01T10:20:00-07:00,2025-04-01 17:20:00+00:00,2025-04-01T10:25:00-07:00,2025-04-01 17:25:00+00:00,14772,5193,715,130,143,221,-1,2275,1746,1235,-5665,1312,0
2025-04-01T10:25:00-07:00,2025-04-01 17:25:00+00:00,2025-04-01T10:30:00-07:00,2025-04-01 17:30:00+00:00,14852,5091,717,131,143,224,-1,2276,1683,1241,-5782,1370,0
2025-04-01T10:30:00-07:00,2025-04-01 17:30:00+00:00,2025-04-01T10:35:00-07:00,2025-04-01 17:35:00+00:00,14728,5086,719,131,145,226,0,2276,1624,1279,-5769,1497,0
2025-04-01T10:35:00-07:00,2025-04-01 17:35:00+00:00,2025-04-01T10:40:00-07:00,2025-04-01 17:40:00+00:00,14904,5015,719,125,144,226,-1,2276,1606,1324,-5640,994,0
2025-04-01T10:40:00-07:00,2025-04-01 17:40:00+00:00,2025-04-01T10:45:00-07:00,2025-04-01 17:45:00+00:00,14601,4799,719,111,143,225,-1,2275,1598,1298,-5201,937,0
2025-04-01T10:45:00-07:00,2025-04-01 17:45:00+00:00,2025-04-01T10:50:00-07:00,2025-04-01 17:50:00+00:00,14131,4707,720,109,143,226,-1,2275,1587,1281,-4546,798,0
2025-04-01T10:50:00-07:00,2025-04-01 17:50:00+00:00,2025-04-01T10:55:00-07:00,2025-04-01 17:55:00+00:00,13940,4635,720,108,144,226,0,2274,1589,1297,-4606,928,0
2025-04-01T10:55:00-07:00,2025-04-01 17:55:00+00:00,2025-04-01T11:00:00-07:00,2025-04-01 18:00:00+00:00,13969,4625,720,108,144,227,0,2276,1585,1304,-4835,1026,0
2025-04-01T11:00:00-07:00,2025-04-01 18:00:00+00:00,2025-04-01T11:05:00-07:00,2025-04-01 18:05:00+00:00,14253,4532,720,108,144,227,-1,2277,1580,1302,-5114,941,0
2025-04-01T11:05:00-07:00,2025-04-01 18:05:00+00:00,2025-04-01T11:10:00-07:00,2025-04-01 18:10:00+00:00,14872,4610,720,108,143,226,0,2275,1534,1061,-5599,829,0
2025-04-01T11:10:00-07:00,2025-04-01 18:10:00+00:00,2025-04-01T11:15:00-07:00,2025-04-01 18:15:00+00:00,15107,4605,720,107,142,226,0,2275,1469,931,-5815,694,0
2025-04-01T11:15:00-07:00,2025-04-01 18:15:00+00:00,2025-04-01T11:20:00-07:00,2025-04-01 18:20:00+00:00,15264,4598,720,109,143,227,0,2275,1448,937,-5814,321,0
2025-04-01T11:20:00-07:00,2025-04-01 18:20:00+00:00,2025-04-01T11:25:00-07:00,2025-04-01 18:25:00+00:00,15088,4519,720,110,143,226,0,2275,1448,938,-5937,482,0
