interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,supply,stand_alone_batteries,hybrid_batteries
2025-04-04T03:45:00-07:00,2025-04-04 10:45:00+00:00,2025-04-04T03:50:00-07:00,2025-04-04 10:50:00+00:00,16,32,-24
2025-04-04T03:50:00-07:00,2025-04-04 10:50:00+00:00,2025-04-04T03:55:00-07:00,2025-04-04 10:55:00+00:00,-51,-30,-15
2025-04-04T03:55:00-07:00,2025-04-04 10:55:00+00:00,2025-04-04T04:00:00-07:00,2025-04-04 11:00:00+00:00,9,21,-6
2025-04-04T04:00:00-07:00,2025-04-04 11:00:00+00:00,2025-04-04T04:05:00-07:00,2025-04-04 11:05:00+00:00,59,58,10
2025-04-04T04:05:00-07:00,2025-04-04 11:05:00+00:00,2025-04-04T04:10:00-07:00,2025-04-04 11:10:00+00:00,286,283,20
2025-04-04T04:10:00-07:00,2025-04-04 11:10:00+00:00,2025-04-04T04:15:00-07:00,2025-04-04 11:15:00+00:00,361,346,21
2025-04-04T04:15:00-07:00,2025-04-04 11:15:00+00:00,2025-04-04T04:20:00-07:00,2025-04-04 11:20:00+00:00,435,421,21
2025-04-04T04:20:00-07:00,2025-04-04 11:20:00+00:00,2025-04-04T04:25:00-07:00,2025-04-04 11:25:00+00:00,463,430,19
2025-04-04T04:25:00-07:00,2025-04-04 11:25:00+00:00,2025-04-04T04:30:00-07:00,2025-04-04 11:30:00+00:00,192,153,10
2025-04-04T04:30:00-07:00,2025-04-04 11:30:00+00:00,2025-04-04T04:35:00-07:00,2025-04-04 11:35:00+00:00,96,77,6
2025-04-04T04:35:00-07:00,2025-04-04 11:35:00+00:00,2025-04-04T04:40:00-07:00,2025-04-04 11:40:00+00:00,39,41,-6
2025-04-04T04:40:00-07:00,2025-04-04 11:40:00+00:00,2025-04-04T04:45:00-07:00,2025-04-04 11:45:00+00:00,-16,-12,-1
2025-04-04T04:45:00-07:00,2025-04-04 11:45:00+00:00,2025-04-04T04:50:00-07:00,2025-04-04 11:50:00+00:00,40,60,-14
2025-04-04T04:50:00-07:00,2025-04-04 11:50:00+00:00,2025-04-04T04:55:00-07:00,2025-04-04 11:55:00+00:00,143,166,-3
2025-04-04T04:55:00-07:00,2025-04-04 11:55:00+00:00,2025-04-04T05:00:00-07:00,2025-04-04 12:00:00+00:00,406,408,15
2025-04-04T05:00:00-07:00,2025-04-04 12:00:00+00:00,2025-04-04T05:05:00-07:00,2025-04-04 12:05:00+00:00,549,582,21
2025-04-04T05:05:00-07:00,2025-04-04 12:05:00+00:00,2025-04-04T05:10:00-07:00,2025-04-04 12:10:00+00:00,1315,1194,189
2025-04-04T05:10:00-07:00,2025-04-04 12:10:00+00:00,2025-04-04T05:15:00-07:00,2025-04-04 12:15:00+00:00,1844,1695,183
2025-04-04T05:15:00-07:00,2025-04-04 12:15:00+00:00,2025-04-04T05:20:00-07:00,2025-04-04 12:20:00+00:00,2057,1829,241
2025-04-04T05:20:00-07:00,2025-04-04 12:20:00+00:00,2025-04-04T05:25:00-07:00,2025-04-04 12:25:00+00:00,2172,1917,254
2025-04-04T05:25:00-07:00,2025-04-04 12:25:00+00:00,2025-04-04T05:30:00-07:00,2025-04-04 12:30:00+00:00,2074,1802,255
2025-04-04T05:30:00-07:00,2025-04-04 12:30:00+00:00,2025-04-04T05:35:00-07:00,2025-04-04 12:35:00+00:00,1956,1706,255
2025-04-04T05:35:00-07:00,2025-04-04 12:35:00+00:00,2025-04-04T05:40:00-07:00,2025-04-04 12:40:00+00:00,2038,1795,254
2025-04-04T05:40:00-07:00,2025-04-04 12:40:00+00:00,2025-04-04T05:45:00-07:00,2025-04-04 12:45:00+00:00,2219,1992,254
2025-04-04T05:45:00-07:00,2025-04-04 12:45:00+00:00,2025-04-04T05:50:00-07:00,2025-04-04 12:50:00+00:00,2537,2292,261
2025-04-04T05:50:00-07:00,2025-04-04 12:50:00+00:00,2025-04-04T05:55:00-07:00,2025-04-04 12:55:00+00:00,2534,2270,262
2025-04-04T05:55:00-07:00,2025-04-04 12:55:00+00:00,2025-04-04T06:00:00-07:00,2025-04-04 13:00:00+00:00,2563,2316,261
2025-04-04T06:00:00-07:00,2025-04-04 13:00:00+00:00,2025-04-04T06:05:00-07:00,2025-04-04 13:05:00+00:00,2779,2502,290
2025-04-04T06:05:00-07:00,2025-04-04 13:05:00+00:00,2025-04-04T06:10:00-07:00,2025-04-04 13:10:00+00:00,3056,2696,406
2025-04-04T06:10:00-07:00,2025-04-04 13:10:00+00:00,2025-04-04T06:15:00-07:00,2025-04-04 13:15:00+00:00,3521,3140,424
2025-04-04T06:15:00-07:00,2025-04-04 13:15:00+00:00,2025-04-04T06:20:00-07:00,2025-04-04 13:20:00+00:00,3922,3529,420
2025-04-04T06:20:00-07:00,2025-04-04 13:20:00+00:00,2025-04-04T06:25:00-07:00,2025-04-04 13:25:00+00:00,4154,3753,423
2025-04-04T06:25:00-07:00,2025-04-04 13:25:00+00:00,2025-04-04T06:30:00-07:00,2025-04-04 13:30:00+00:00,4374,3930,449
2025-04-04T06:30:00-07:00,2025-04-04 13:30:00+00:00,2025-04-04T06:35:00-07:00,2025-04-04 13:35:00+00:00,4474,4027,459
2025-04-04T06:35:00-07:00,2025-04-04 13:35:00+00:00,2025-04-04T06:40:00-07:00,2025-04-04 13:40:00+00:00,4500,4019,480
2025-04-04T06:40:00-07:00,2025-04-04 13:40:00+00:00,2025-04-04T06:45:00-07:00,2025-04-04 13:45:00+00:00,4435,3933,493
2025-04-04T06:45:00-07:00,2025-04-04 13:45:00+00:00,2025-04-04T06:50:00-07:00,2025-04-04 13:50:00+00:00,4329,3828,485
2025-04-04T06:50:00-07:00,2025-04-04 13:50:00+00:00,2025-04-04T06:55:00-07:00,2025-04-04 13:55:00+00:00,4251,3789,458
2025-04-04T06:55:00-07:00,2025-04-04 13:55:00+00:00,2025-04-04T07:00:00-07:00,2025-04-04 14:00:00+00:00,3971,3524,423
2025-04-04T07:00:00-07:00,2025-04-04 14:00:00+00:00,2025-04-04T07:05:00-07:00,2025-04-04 14:05:00+00:00,3752,3323,392
2025-04-04T07:05:00-07:00,2025-04-04 14:05:00+00:00,2025-04-04T07:10:00-07:00,2025-04-04 14:10:00+00:00,3595,3259,330
2025-04-04T07:10:00-07:00,2025-04-04 14:10:00+00:00,2025-04-04T07:15:00-07:00,2025-04-04 14:15:00+00:00,3139,2811,276
2025-04-04T07:15:00-07:00,2025-04-04 14:15:00+00:00,2025-04-04T07:20:00-07:00,2025-04-04 14:20:00+00:00,2652,2395,214
2025-04-04T07:20:00-07:00,2025-04-04 14:20:00+00:00,2025-04-04T07:25:00-07:00,2025-04-04 14:25:00+00:00,2130,1943,130
2025-04-04T07:25:00-07:00,2025-04-04 14:25:00+00:00,2025-04-04T07:30:00-07:00,2025-04-04 14:30:00+00:00,1426,1336,35
2025-04-04T07:30:00-07:00,2025-04-04 14:30:00+00:00,2025-04-04T07:35:00-07:00,2025-04-04 14:35:00+00:00,976,824,120
2025-04-04T07:35:00-07:00,2025-04-04 14:35:00+00:00,2025-04-04T07:40:00-07:00,2025-04-04 14:40:00+00:00,727,698,21
2025-04-04T07:40:00-07:00,2025-04-04 14:40:00+00:00,2025-04-04T07:45:00-07:00,2025-04-04 14:45:00+00:00,382,455,-145
2025-04-04T07:45:00-07:00,2025-04-04 14:45:00+00:00,2025-04-04T07:50:00-07:00,2025-04-04 14:50:00+00:00,-345,-59,-349
2025-04-04T07:50:00-07:00,2025-04-04 14:50:00+00:00,2025-04-04T07:55:00-07:00,2025-04-04 14:55:00+00:00,-1089,-736,-427
2025-04-04T07:55:00-07:00,2025-04-04 14:55:00+00:00,2025-04-04T08:00:00-07:00,2025-04-04 15:00:00+00:00,-1785,-1321,-496
2025-04-04T08:00:00-07:00,2025-04-04 15:00:00+00:00,2025-04-04T08:05:00-07:00,2025-04-04 15:05:00+00:00,-1698,-1087,-525
2025-04-04T08:05:00-07:00,2025-04-04 15:05:00+00:00,2025-04-04T08:10:00-07:00,2025-04-04 15:10:00+00:00,89,391,-162
2025-04-04T08:10:00-07:00,2025-04-04 15:10:00+00:00,2025-04-04T08:15:00-07:00,2025-04-04 15:15:00+00:00,571,716,-138
2025-04-04T08:15:00-07:00,2025-04-04 15:15:00+00:00,2025-04-04T08:20:00-07:00,2025-04-04 15:20:00+00:00,129,157,-144
2025-04-04T08:20:00-07:00,2025-04-04 15:20:00+00:00,2025-04-04T08:25:00-07:00,2025-04-04 15:25:00+00:00,-766,-574,-235
2025-04-04T08:25:00-07:00,2025-04-04 15:25:00+00:00,2025-04-04T08:30:00-07:00,2025-04-04 15:30:00+00:00,-1012,-828,-201
2025-04-04T08:30:00-07:00,2025-04-04 15:30:00+00:00,2025-04-04T08:35:00-07:00,2025-04-04 15:35:00+00:00,-1400,-1231,-215
2025-04-04T08:35:00-07:00,2025-04-04 15:35:00+00:00,2025-04-04T08:40:00-07:00,2025-04-04 15:40:00+00:00,-1911,-1685,-278
2025-04-04T08:40:00-07:00,2025-04-04 15:40:00+00:00,2025-04-04T08:45:00-07:00,2025-04-04 15:45:00+00:00,-2418,-2151,-313
2025-04-04T08:45:00-07:00,2025-04-04 15:45:00+00:00,2025-04-04T08:50:00-07:00,2025-04-04 15:50:00+00:00,-2823,-2527,-310
2025-04-04T08:50:00-07:00,2025-04-04 15:50:00+00:00,2025-04-04T08:55:00-07:00,2025-04-04 15:55:00+00:00,-3010,-2758,-276
2025-04-04T08:55:00-07:00,2025-04-04 15:55:00+00:00,2025-04-04T09:00:00-07:00,2025-04-04 16:00:00+00:00,-3165,-2853,-312
2025-04-04T09:00:00-07:00,2025-04-04 16:00:00+00:00,2025-04-04T09:05:00-07:00,2025-04-04 16:05:00+00:00,-3061,-2734,-308
2025-04-04T09:05:00-07:00,2025-04-04 16:05:00+00:00,2025-04-04T09:10:00-07:00,2025-04-04 16:10:00+00:00,-3164,-2837,-372
2025-04-04T09:10:00-07:00,2025-04-04 16:10:00+00:00,2025-04-04T09:15:00-07:00,2025-04-04 16:15:00+00:00,-3488,-3123,-370
2025-04-04T09:15:00-07:00,2025-04-04 16:15:00+00:00,2025-04-04T09:20:00-07:00,2025-04-04 16:20:00+00:00,-3600,-3255,-356
2025-04-04T09:20:00-07:00,2025-04-04 16:20:00+00:00,2025-04-04T09:25:00-07:00,2025-04-04 16:25:00+00:00,-3773,-3419,-361
2025-04-04T09:25:00-07:00,2025-04-04 16:25:00+00:00,2025-04-04T09:30:00-07:00,2025-04-04 16:30:00+00:00,-3912,-3574,-349
2025-04-04T09:30:00-07:00,2025-04-04 16:30:00+00:00,2025-04-04T09:35:00-07:00,2025-04-04 16:35:00+00:00,-4008,-3680,-347
2025-04-04T09:35:00-07:00,2025-04-04 16:35:00+00:00,2025-04-04T09:40:00-07:00,2025-04-04 16:40:00+00:00,-4124,-3778,-350
2025-04-04T09:40:00-07:00,2025-04-04 16:40:00+00:00,2025-04-04T09:45:00-07:00,2025-04-04 16:45:00+00:00,-4092,-3731,-358
2025-04-04T09:45:00-07:00,2025-04-04 16:45:00+00:00,2025-04-04T09:50:00-07:00,2025-04-04 16:50:00+00:00,-4316,-3949,-393
2025-04-04T09:50:00-07:00,2025-04-04 16:50:00+00:00,2025-04-04T09:55:00-07:00,2025-04-04 16:55:00+00:00,-4617,-4199,-420
2025-04-04T09:55:00-07:00,2025-04-04 16:55:00+00:00,2025-04-04T10:00:00-07:00,2025-04-04 17:00:00+00:00,-4430,-3998,-422
2025-04-04T10:00:00-07:00,2025-04-04 17:00:00+00:00,2025-04-04T10:05:00-07:00,2025-04-04 17:05:00+00:00,-4364,-3986,-382
2025-04-04T10:05:00-07:00,2025-04-04 17:05:00+00:00,2025-04-04T10:10:00-07:00,2025-04-04 17:10:00+00:00,-4592,-4282,-342
2025-04-04T10:10:00-07:00,2025-04-04 17:10:00+00:00,2025-04-04T10:15:00-07:00,2025-04-04 17:15:00+00:00,-5103,-4792,-358
2025-04-04T10:15:00-07:00,2025-04-04 17:15:00+00:00,2025-04-04T10:20:00-07:00,2025-04-04 17:20:00+00:00,-5352,-4979,-374
2025-04-04T10:20:00-07:00,2025-04-04 17:20:00+00:00,2025-04-04T10:25:00-07:00,2025-04-04 17:25:00+00:00,-5312,-4939,-371
2025-04-04T10:25:00-07:00,2025-04-04 17:25:00+00:00,2025-04-04T10:30:00-07:00,2025-04-04 17:30:00+00:00,-5280,-4910,-371
2025-04-04T10:30:00-07:00,2025-04-04 17:30:00+00:00,2025-04-04T10:35:00-07:00,2025-04-04 17:35:00+00:00,-5313,-4908,-415
2025-04-04T10:35:00-07:00,2025-04-04 17:35:00+00:00,2025-04-04T10:40:00-07:00,2025-04-04 17:40:00+00:00,-5217,-4785,-405
2025-04-04T10:40:00-07:00,2025-04-04 17:40:00+00:00,2025-04-04T10:45:00-07:00,2025-04-04 17:45:00+00:00,-5025,-4618,-397
2025-04-04T10:45:00-07:00,2025-04-04 17:45:00+00:00,2025-04-04T10:50:00-07:00,2025-04-04 17:50:00+00:00,-5001,-4591,-402
2025-04-04T10:50:00-07:00,2025-04-04 17:50:00+00:00,2025-04-04T10:55:00-07:00,2025-04-04 17:55:00+00:00,-4910,-4501,-403
2025-04-04T10:55:00-07:00,2025-04-04 17:55:00+00:00,2025-04-04T11:00:00-07:00,2025-04-04 18:00:00+00:00,-4967,-4570,-403
2025-04-04T11:00:00-07:00,2025-04-04 18:00:00+00:00,2025-04-04T11:05:00-07:00,2025-04-04 18:05:00+00:00,-4993,-4586,-429
2025-04-04T11:05:00-07:00,2025-04-04 18:05:00+00:00,2025-04-04T11:10:00-07:00,2025-04-04 18:10:00+00:00,-5304,-4920,-394
2025-04-04T11:10:00-07:00,2025-04-04 18:10:00+00:00,2025-04-04T11:15:00-07:00,2025-04-04 18:15:00+00:00,-5252,-4856,-379
2025-04-04T11:15:00-07:00,2025-04-04 18:15:00+00:00,2025-04-04T11:20:00-07:00,2025-04-04 18:20:00+00:00,-5273,-4910,-375
2025-04-04T11:20:00-07:00,2025-04-04 18:20:00+00:00,2025-04-04T11:25:00-07:00,2025-04-04 18:25:00+00:00,-5653,-5300,-392
2025-04-04T11:25:00-07:00,2025-04-04 18:25:00+00:00,2025-04-04T11:30:00-07:00,2025-04-04 18:30:00+00:00,-5796,-5397,-397
2025-04-04T11:30:00-07:00,2025-04-04 18:30:00+00:00,2025-04-04T11:35:00-07:00,2025-04-04 18:35:00+00:00,-5813,-5435,-383
2025-04-04T11:35:00-07:00,2025-04-04 18:35:00+00:00,2025-04-04T11:40:00-07:00,2025-04-04 18:40:00+00:00,-5903,-5510,-395
2025-04-04T11:40:00-07:00,2025-04-04 18:40:00+00:00,2025-04-04T11:45:00-07:00,2025-04-04 18:45:00+00:00,-5869,-5495,-355
2025-04-04T11:45:00-07:00,2025-04-04 18:45:00+00:00,2025-04-04T11:50:00-07:00,2025-04-04 18:50:00+00:00,-5738,-5405,-328
2025-04-04T11:50:00-07:00,2025-04-04 18:50:00+00:00,2025-04-04T11:55:00-07:00,2025-04-04 18:55:00+00:00,-5809,-5434,-369
2025-04-04T11:55:00-07:00,2025-04-04 18:55:00+00:00,2025-04-04T12:00:00-07:00,2025-04-04 19:00:00+00:00,-5429,-5037,-355
2025-04-04T12:00:00-07:00,2025-04-04 19:00:00+00:00,2025-04-04T12:05:00-07:00,2025-04-04 19:05:00+00:00,-5326,-4978,-363
2025-04-04T12:05:00-07:00,2025-04-04 19:05:00+00:00,2025-04-04T12:10:00-07:00,2025-04-04 19:10:00+00:00,-5702,-5402,-334
2025-04-04T12:10:00-07:00,2025-04-04 19:10:00+00:00,2025-04-04T12:15:00-07:00,2025-04-04 19:15:00+00:00,-5801,-5493,-301
2025-04-04T12:15:00-07:00,2025-04-04 19:15:00+00:00,2025-04-04T12:20:00-07:00,2025-04-04 19:20:00+00:00,-5828,-5569,-250
2025-04-04T12:20:00-07:00,2025-04-04 19:20:00+00:00,2025-04-04T12:25:00-07:00,2025-04-04 19:25:00+00:00,-5580,-5385,-162
2025-04-04T12:25:00-07:00,2025-04-04 19:25:00+00:00,2025-04-04T12:30:00-07:00,2025-04-04 19:30:00+00:00,-5546,-5284,-293
2025-04-04T12:30:00-07:00,2025-04-04 19:30:00+00:00,2025-04-04T12:35:00-07:00,2025-04-04 19:35:00+00:00,-5771,-5390,-381
2025-04-04T12:35:00-07:00,2025-04-04 19:35:00+00:00,2025-04-04T12:40:00-07:00,2025-04-04 19:40:00+00:00,-5608,-5234,-339
2025-04-04T12:40:00-07:00,2025-04-04 19:40:00+00:00,2025-04-04T12:45:00-07:00,2025-04-04 19:45:00+00:00,-5300,-5061,-224
2025-04-04T12:45:00-07:00,2025-04-04 19:45:00+00:00,2025-04-04T12:50:00-07:00,2025-04-04 19:50:00+00:00,-5313,-5075,-249
2025-04-04T12:50:00-07:00,2025-04-04 19:50:00+00:00,2025-04-04T12:55:00-07:00,2025-04-04 19:55:00+00:00,-5036,-4677,-334
2025-04-04T12:55:00-07:00,2025-04-04 19:55:00+00:00,2025-04-04T13:00:00-07:00,2025-04-04 20:00:00+00:00,-5102,-4800,-310
2025-04-04T13:00:00-07:00,2025-04-04 20:00:00+00:00,2025-04-04T13:05:00-07:00,2025-04-04 20:05:00+00:00,-5037,-4771,-252
2025-04-04T13:05:00-07:00,2025-04-04 20:05:00+00:00,2025-04-04T13:10:00-07:00,2025-04-04 20:10:00+00:00,-4815,-4423,-344
2025-04-04T13:10:00-07:00,2025-04-04 20:10:00+00:00,2025-04-04T13:15:00-07:00,2025-04-04 20:15:00+00:00,-4679,-4407,-328
2025-04-04T13:15:00-07:00,2025-04-04 20:15:00+00:00,2025-04-04T13:20:00-07:00,2025-04-04 20:20:00+00:00,-5078,-4792,-305
2025-04-04T13:20:00-07:00,2025-04-04 20:20:00+00:00,2025-04-04T13:25:00-07:00,2025-04-04 20:25:00+00:00,-5037,-4779,-223
2025-04-04T13:25:00-07:00,2025-04-04 20:25:00+00:00,2025-04-04T13:30:00-07:00,2025-04-04 20:30:00+00:00,-4684,-4510,-166
2025-04-04T13:30:00-07:00,2025-04-04 20:30:00+00:00,2025-04-04T13:35:00-07:00,2025-04-04 20:35:00+00:00,-4776,-4645,-149
2025-04-04T13:35:00-07:00,2025-04-04 20:35:00+00:00,2025-04-04T13:40:00-07:00,2025-04-04 20:40:00+00:00,-5035,-4726,-338
2025-04-04T13:40:00-07:00,2025-04-04 20:40:00+00:00,2025-04-04T13:45:00-07:00,2025-04-04 20:45:00+00:00,-4992,-4558,-433
2025-04-04T13:45:00-07:00,2025-04-04 20:45:00+00:00,2025-04-04T13:50:00-07:00,2025-04-04 20:50:00+00:00,-4927,-4539,-379
2025-04-04T13:50:00-07:00,2025-04-04 20:50:00+00:00,2025-04-04T13:55:00-07:00,2025-04-04 20:55:00+00:00,-5140,-4783,-416
2025-04-04T13:55:00-07:00,2025-04-04 20:55:00+00:00,2025-04-04T14:00:00-07:00,2025-04-04 21:00:00+00:00,-5594,-5196,-412
2025-04-04T14:00:00-07:00,2025-04-04 21:00:00+00:00,2025-04-04T14:05:00-07:00,2025-04-04 21:05:00+00:00,-5474,-5083,-395
2025-04-04T14:05:00-07:00,2025-04-04 21:05:00+00:00,2025-04-04T14:10:00-07:00,2025-04-04 21:10:00+00:00,-5908,-5404,-526
2025-04-04T14:10:00-07:00,2025-04-04 21:10:00+00:00,2025-04-04T14:15:00-07:00,2025-04-04 21:15:00+00:00,-6161,-5735,-467
2025-04-04T14:15:00-07:00,2025-04-04 21:15:00+00:00,2025-04-04T14:20:00-07:00,2025-04-04 21:20:00+00:00,-6409,-5940,-445
2025-04-04T14:20:00-07:00,2025-04-04 21:20:00+00:00,2025-04-04T14:25:00-07:00,2025-04-04 21:25:00+00:00,-5761,-5212,-452
2025-04-04T14:25:00-07:00,2025-04-04 21:25:00+00:00,2025-04-04T14:30:00-07:00,2025-04-04 21:30:00+00:00,-5200,-4813,-381
2025-04-04T14:30:00-07:00,2025-04-04 21:30:00+00:00,2025-04-04T14:35:00-07:00,2025-04-04 21:35:00+00:00,-5151,-4805,-331
2025-04-04T14:35:00-07:00,2025-04-04 21:35:00+00:00,2025-04-04T14:40:00-07:00,2025-04-04 21:40:00+00:00,-4932,-4577,-351
2025-04-04T14:40:00-07:00,2025-04-04 21:40:00+00:00,2025-04-04T14:45:00-07:00,2025-04-04 21:45:00+00:00,-4962,-4630,-305
2025-04-04T14:45:00-07:00,2025-04-04 21:45:00+00:00,2025-04-04T14:50:00-07:00,2025-04-04 21:50:00+00:00,-4581,-4362,-172
2025-04-04T14:50:00-07:00,2025-04-04 21:50:00+00:00,2025-04-04T14:55:00-07:00,2025-04-04 21:55:00+00:00,-4138,-3970,-131
2025-04-04T14:55:00-07:00,2025-04-04 21:55:00+00:00,2025-04-04T15:00:00-07:00,2025-04-04 22:00:00+00:00,-4220,-4108,-152
2025-04-04T15:00:00-07:00,2025-04-04 22:00:00+00:00,2025-04-04T15:05:00-07:00,2025-04-04 22:05:00+00:00,-4363,-4111,-209
2025-04-04T15:05:00-07:00,2025-04-04 22:05:00+00:00,2025-04-04T15:10:00-07:00,2025-04-04 22:10:00+00:00,-4346,-4171,-171
2025-04-04T15:10:00-07:00,2025-04-04 22:10:00+00:00,2025-04-04T15:15:00-07:00,2025-04-04 22:15:00+00:00,-4284,-4120,-162
2025-04-04T15:15:00-07:00,2025-04-04 22:15:00+00:00,2025-04-04T15:20:00-07:00,2025-04-04 22:20:00+00:00,-4333,-4057,-288
2025-04-04T15:20:00-07:00,2025-04-04 22:20:00+00:00,2025-04-04T15:25:00-07:00,2025-04-04 22:25:00+00:00,-4368,-4019,-379
2025-04-04T15:25:00-07:00,2025-04-04 22:25:00+00:00,2025-04-04T15:30:00-07:00,2025-04-04 22:30:00+00:00,-4630,-4212,-409
2025-04-04T15:30:00-07:00,2025-04-04 22:30:00+00:00,2025-04-04T15:35:00-07:00,2025-04-04 22:35:00+00:00,-4593,-4173,-404
2025-04-04T15:35:00-07:00,2025-04-04 22:35:00+00:00,2025-04-04T15:40:00-07:00,2025-04-04 22:40:00+00:00,-4495,-4218,-289
2025-04-04T15:40:00-07:00,2025-04-04 22:40:00+00:00,2025-04-04T15:45:00-07:00,2025-04-04 22:45:00+00:00,-4634,-4343,-300
2025-04-04T15:45:00-07:00,2025-04-04 22:45:00+00:00,2025-04-04T15:50:00-07:00,2025-04-04 22:50:00+00:00,-4458,-4067,-361
2025-04-04T15:50:00-07:00,2025-04-04 22:50:00+00:00,2025-04-04T15:55:00-07:00,2025-04-04 22:55:00+00:00,-4240,-3706,-509
2025-04-04T15:55:00-07:00,2025-04-04 22:55:00+00:00,2025-04-04T16:00:00-07:00,2025-04-04 23:00:00+00:00,-4192,-3676,-528
2025-04-04T16:00:00-07:00,2025-04-04 23:00:00+00:00,2025-04-04T16:05:00-07:00,2025-04-04 23:05:00+00:00,-4081,-3521,-514
2025-04-04T16:05:00-07:00,2025-04-04 23:05:00+00:00,2025-04-04T16:10:00-07:00,2025-04-04 23:10:00+00:00,-3999,-3524,-498
2025-04-04T16:10:00-07:00,2025-04-04 23:10:00+00:00,2025-04-04T16:15:00-07:00,2025-04-04 23:15:00+00:00,-3940,-3507,-411
2025-04-04T16:15:00-07:00,2025-04-04 23:15:00+00:00,2025-04-04T16:20:00-07:00,2025-04-04 23:20:00+00:00,-3665,-3202,-422
2025-04-04T16:20:00-07:00,2025-04-04 23:20:00+00:00,2025-04-04T16:25:00-07:00,2025-04-04 23:25:00+00:00,-3199,-2786,-347
2025-04-04T16:25:00-07:00,2025-04-04 23:25:00+00:00,2025-04-04T16:30:00-07:00,2025-04-04 23:30:00+00:00,-2375,-2064,-244
2025-04-04T16:30:00-07:00,2025-04-04 23:30:00+00:00,2025-04-04T16:35:00-07:00,2025-04-04 23:35:00+00:00,-1838,-1546,-258
2025-04-04T16:35:00-07:00,2025-04-04 23:35:00+00:00,2025-04-04T16:40:00-07:00,2025-04-04 23:40:00+00:00,-1716,-1526,-192
2025-04-04T16:40:00-07:00,2025-04-04 23:40:00+00:00,2025-04-04T16:45:00-07:00,2025-04-04 23:45:00+00:00,-1760,-1575,-208
2025-04-04T16:45:00-07:00,2025-04-04 23:45:00+00:00,2025-04-04T16:50:00-07:00,2025-04-04 23:50:00+00:00,-1864,-1608,-245
2025-04-04T16:50:00-07:00,2025-04-04 23:50:00+00:00,2025-04-04T16:55:00-07:00,2025-04-04 23:55:00+00:00,-1927,-1672,-248
2025-04-04T16:55:00-07:00,2025-04-04 23:55:00+00:00,2025-04-04T17:00:00-07:00,2025-04-05 00:00:00+00:00,-1447,-1267,-145
2025-04-04T17:00:00-07:00,2025-04-05 00:00:00+00:00,2025-04-04T17:05:00-07:00,2025-04-05 00:05:00+00:00,-1362,-1316,-31
2025-04-04T17:05:00-07:00,2025-04-05 00:05:00+00:00,2025-04-04T17:10:00-07:00,2025-04-05 00:10:00+00:00,-1507,-1557,23
2025-04-04T17:10:00-07:00,2025-04-05 00:10:00+00:00,2025-04-04T17:15:00-07:00,2025-04-05 00:15:00+00:00,-1463,-1464,13
2025-04-04T17:15:00-07:00,2025-04-05 00:15:00+00:00,2025-04-04T17:20:00-07:00,2025-04-05 00:20:00+00:00,-1167,-1077,-46
2025-04-04T17:20:00-07:00,2025-04-05 00:20:00+00:00,2025-04-04T17:25:00-07:00,2025-04-05 00:25:00+00:00,-682,-544,-117
2025-04-04T17:25:00-07:00,2025-04-05 00:25:00+00:00,2025-04-04T17:30:00-07:00,2025-04-05 00:30:00+00:00,-621,-529,-83
2025-04-04T17:30:00-07:00,2025-04-05 00:30:00+00:00,2025-04-04T17:35:00-07:00,2025-04-05 00:35:00+00:00,-680,-627,-75
2025-04-04T17:35:00-07:00,2025-04-05 00:35:00+00:00,2025-04-04T17:40:00-07:00,2025-04-05 00:40:00+00:00,-793,-740,-55
2025-04-04T17:40:00-07:00,2025-04-05 00:40:00+00:00,2025-04-04T17:45:00-07:00,2025-04-05 00:45:00+00:00,-541,-507,17
2025-04-04T17:45:00-07:00,2025-04-05 00:45:00+00:00,2025-04-04T17:50:00-07:00,2025-04-05 00:50:00+00:00,193,91,160
2025-04-04T17:50:00-07:00,2025-04-05 00:50:00+00:00,2025-04-04T17:55:00-07:00,2025-04-05 00:55:00+00:00,550,395,200
2025-04-04T17:55:00-07:00,2025-04-05 00:55:00+00:00,2025-04-04T18:00:00-07:00,2025-04-05 01:00:00+00:00,1133,912,271
2025-04-04T18:00:00-07:00,2025-04-05 01:00:00+00:00,2025-04-04T18:05:00-07:00,2025-04-05 01:05:00+00:00,1496,1203,284
2025-04-04T18:05:00-07:00,2025-04-05 01:05:00+00:00,2025-04-04T18:10:00-07:00,2025-04-05 01:10:00+00:00,1364,1351,6
2025-04-04T18:10:00-07:00,2025-04-05 01:10:00+00:00,2025-04-04T18:15:00-07:00,2025-04-05 01:15:00+00:00,1572,1593,9
2025-04-04T18:15:00-07:00,2025-04-05 01:15:00+00:00,2025-04-04T18:20:00-07:00,2025-04-05 01:20:00+00:00,2071,2054,76
2025-04-04T18:20:00-07:00,2025-04-05 01:20:00+00:00,2025-04-04T18:25:00-07:00,2025-04-05 01:25:00+00:00,2573,2449,149
2025-04-04T18:25:00-07:00,2025-04-05 01:25:00+00:00,2025-04-04T18:30:00-07:00,2025-04-05 01:30:00+00:00,2884,2655,256
2025-04-04T18:30:00-07:00,2025-04-05 01:30:00+00:00,2025-04-04T18:35:00-07:00,2025-04-05 01:35:00+00:00,2931,2580,361
2025-04-04T18:35:00-07:00,2025-04-05 01:35:00+00:00,2025-04-04T18:40:00-07:00,2025-04-05 01:40:00+00:00,3195,2750,475
