interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,supply,stand_alone_batteries,hybrid_batteries
2025-04-15T18:05:00-07:00,2025-04-16 01:05:00+00:00,2025-04-15T18:10:00-07:00,2025-04-16 01:10:00+00:00,1903,1909,-21
2025-04-15T18:10:00-07:00,2025-04-16 01:10:00+00:00,2025-04-15T18:15:00-07:00,2025-04-16 01:15:00+00:00,1928,1905,38
2025-04-15T18:15:00-07:00,2025-04-16 01:15:00+00:00,2025-04-15T18:20:00-07:00,2025-04-16 01:20:00+00:00,2219,2138,104
2025-04-15T18:20:00-07:00,2025-04-16 01:20:00+00:00,2025-04-15T18:25:00-07:00,2025-04-16 01:25:00+00:00,2515,2302,226
2025-04-15T18:25:00-07:00,2025-04-16 01:25:00+00:00,2025-04-15T18:30:00-07:00,2025-04-16 01:30:00+00:00,2743,2486,311
2025-04-15T18:30:00-07:00,2025-04-16 01:30:00+00:00,2025-04-15T18:35:00-07:00,2025-04-16 01:35:00+00:00,3409,3049,432
2025-04-15T18:35:00-07:00,2025-04-16 01:35:00+00:00,2025-04-15T18:40:00-07:00,2025-04-16 01:40:00+00:00,4052,3609,497
2025-04-15T18:40:00-07:00,2025-04-16 01:40:00+00:00,2025-04-15T18:45:00-07:00,2025-04-16 01:45:00+00:00,4907,4285,713
2025-04-15T18:45:00-07:00,2025-04-16 01:45:00+00:00,2025-04-15T18:50:00-07:00,2025-04-16 01:50:00+00:00,5746,4988,827
2025-04-15T18:50:00-07:00,2025-04-16 01:50:00+00:00,2025-04-15T18:55:00-07:00,2025-04-16 01:55:00+00:00,6299,5463,869
2025-04-15T18:55:00-07:00,2025-04-16 01:55:00+00:00,2025-04-15T19:00:00-07:00,2025-04-16 02:00:00+00:00,6654,5844,848
2025-04-15T19:00:00-07:00,2025-04-16 02:00:00+00:00,2025-04-15T19:05:00-07:00,2025-04-16 02:05:00+00:00,6917,6080,862
2025-04-15T19:05:00-07:00,2025-04-16 02:05:00+00:00,2025-04-15T19:10:00-07:00,2025-04-16 02:10:00+00:00,6928,6135,765
2025-04-15T19:10:00-07:00,2025-04-16 02:10:00+00:00,2025-04-15T19:15:00-07:00,2025-04-16 02:15:00+00:00,6562,5755,784
2025-04-15T19:15:00-07:00,2025-04-16 02:15:00+00:00,2025-04-15T19:20:00-07:00,2025-04-16 02:20:00+00:00,6513,5713,804
2025-04-15T19:20:00-07:00,2025-04-16 02:20:00+00:00,2025-04-15T19:25:00-07:00,2025-04-16 02:25:00+00:00,6709,5915,809
2025-04-15T19:25:00-07:00,2025-04-16 02:25:00+00:00,2025-04-15T19:30:00-07:00,2025-04-16 02:30:00+00:00,6729,5909,810
2025-04-15T19:30:00-07:00,2025-04-16 02:30:00+00:00,2025-04-15T19:35:00-07:00,2025-04-16 02:35:00+00:00,6613,5779,837
2025-04-15T19:35:00-07:00,2025-04-16 02:35:00+00:00,2025-04-15T19:40:00-07:00,2025-04-16 02:40:00+00:00,6712,5875,850
2025-04-15T19:40:00-07:00,2025-04-16 02:40:00+00:00,2025-04-15T19:45:00-07:00,2025-04-16 02:45:00+00:00,6774,5927,852
2025-04-15T19:45:00-07:00,2025-04-16 02:45:00+00:00,2025-04-15T19:50:00-07:00,2025-04-16 02:50:00+00:00,6758,5895,853
2025-04-15T19:50:00-07:00,2025-04-16 02:50:00+00:00,2025-04-15T19:55:00-07:00,2025-04-16 02:55:00+00:00,6613,5737,863
2025-04-15T19:55:00-07:00,2025-04-16 02:55:00+00:00,2025-04-15T20:00:00-07:00,2025-04-16 03:00:00+00:00,6535,5678,854
2025-04-15T20:00:00-07:00,2025-04-16 03:00:00+00:00,2025-04-15T20:05:00-07:00,2025-04-16 03:05:00+00:00,6450,5535,892
2025-04-15T20:05:00-07:00,2025-04-16 03:05:00+00:00,2025-04-15T20:10:00-07:00,2025-04-16 03:10:00+00:00,6206,5298,889
2025-04-15T20:10:00-07:00,2025-04-16 03:10:00+00:00,2025-04-15T20:15:00-07:00,2025-04-16 03:15:00+00:00,5994,5196,778
2025-04-15T20:15:00-07:00,2025-04-16 03:15:00+00:00,2025-04-15T20:20:00-07:00,2025-04-16 03:20:00+00:00,5840,5113,714
2025-04-15T20:20:00-07:00,2025-04-16 03:20:00+00:00,2025-04-15T20:25:00-07:00,2025-04-16 03:25:00+00:00,5771,5078,686
2025-04-15T20:25:00-07:00,2025-04-16 03:25:00+00:00,2025-04-15T20:30:00-07:00,2025-04-16 03:30:00+00:00,5637,4936,688
2025-04-15T20:30:00-07:00,2025-04-16 03:30:00+00:00,2025-04-15T20:35:00-07:00,2025-04-16 03:35:00+00:00,5490,4785,699
2025-04-15T20:35:00-07:00,2025-04-16 03:35:00+00:00,2025-04-15T20:40:00-07:00,2025-04-16 03:40:00+00:00,5536,4824,719
2025-04-15T20:40:00-07:00,2025-04-16 03:40:00+00:00,2025-04-15T20:45:00-07:00,2025-04-16 03:45:00+00:00,5551,4800,746
2025-04-15T20:45:00-07:00,2025-04-16 03:45:00+00:00,2025-04-15T20:50:00-07:00,2025-04-16 03:50:00+00:00,5467,4691,765
2025-04-15T20:50:00-07:00,2025-04-16 03:50:00+00:00,2025-04-15T20:55:00-07:00,2025-04-16 03:55:00+00:00,5245,4477,748
2025-04-15T20:55:00-07:00,2025-04-16 03:55:00+00:00,2025-04-15T21:00:00-07:00,2025-04-16 04:00:00+00:00,5089,4354,724
2025-04-15T21:00:00-07:00,2025-04-16 04:00:00+00:00,2025-04-15T21:05:00-07:00,2025-04-16 04:05:00+00:00,4971,4344,628
2025-04-15T21:05:00-07:00,2025-04-16 04:05:00+00:00,2025-04-15T21:10:00-07:00,2025-04-16 04:10:00+00:00,5162,4634,540
2025-04-15T21:10:00-07:00,2025-04-16 04:10:00+00:00,2025-04-15T21:15:00-07:00,2025-04-16 04:15:00+00:00,5154,4611,535
2025-04-15T21:15:00-07:00,2025-04-16 04:15:00+00:00,2025-04-15T21:20:00-07:00,2025-04-16 04:20:00+00:00,5091,4544,540
2025-04-15T21:20:00-07:00,2025-04-16 04:20:00+00:00,2025-04-15T21:25:00-07:00,2025-04-16 04:25:00+00:00,4941,4386,534
2025-04-15T21:25:00-07:00,2025-04-16 04:25:00+00:00,2025-04-15T21:30:00-07:00,2025-04-16 04:30:00+00:00,4766,4224,533
2025-04-15T21:30:00-07:00,2025-04-16 04:30:00+00:00,2025-04-15T21:35:00-07:00,2025-04-16 04:35:00+00:00,4709,4170,535
2025-04-15T21:35:00-07:00,2025-04-16 04:35:00+00:00,2025-04-15T21:40:00-07:00,2025-04-16 04:40:00+00:00,4612,4085,503
2025-04-15T21:40:00-07:00,2025-04-16 04:40:00+00:00,2025-04-15T21:45:00-07:00,2025-04-16 04:45:00+00:00,4351,3894,436
2025-04-15T21:45:00-07:00,2025-04-16 04:45:00+00:00,2025-04-15T21:50:00-07:00,2025-04-16 04:50:00+00:00,4202,3739,446
2025-04-15T21:50:00-07:00,2025-04-16 04:50:00+00:00,2025-04-15T21:55:00-07:00,2025-04-16 04:55:00+00:00,4026,3574,447
2025-04-15T21:55:00-07:00,2025-04-16 04:55:00+00:00,2025-04-15T22:00:00-07:00,2025-04-16 05:00:00+00:00,4060,3647,416
2025-04-15T22:00:00-07:00,2025-04-16 05:00:00+00:00,2025-04-15T22:05:00-07:00,2025-04-16 05:05:00+00:00,3938,3557,397
2025-04-15T22:05:00-07:00,2025-04-16 05:05:00+00:00,2025-04-15T22:10:00-07:00,2025-04-16 05:10:00+00:00,4562,4273,318
2025-04-15T22:10:00-07:00,2025-04-16 05:10:00+00:00,2025-04-15T22:15:00-07:00,2025-04-16 05:15:00+00:00,4257,3912,299
2025-04-15T22:15:00-07:00,2025-04-16 05:15:00+00:00,2025-04-15T22:20:00-07:00,2025-04-16 05:20:00+00:00,3929,3577,322
2025-04-15T22:20:00-07:00,2025-04-16 05:20:00+00:00,2025-04-15T22:25:00-07:00,2025-04-16 05:25:00+00:00,3640,3299,323
2025-04-15T22:25:00-07:00,2025-04-16 05:25:00+00:00,2025-04-15T22:30:00-07:00,2025-04-16 05:30:00+00:00,3209,2888,283
2025-04-15T22:30:00-07:00,2025-04-16 05:30:00+00:00,2025-04-15T22:35:00-07:00,2025-04-16 05:35:00+00:00,2844,2533,291
2025-04-15T22:35:00-07:00,2025-04-16 05:35:00+00:00,2025-04-15T22:40:00-07:00,2025-04-16 05:40:00+00:00,2725,2463,248
2025-04-15T22:40:00-07:00,2025-04-16 05:40:00+00:00,2025-04-15T22:45:00-07:00,2025-04-16 05:45:00+00:00,2506,2235,249
2025-04-15T22:45:00-07:00,2025-04-16 05:45:00+00:00,2025-04-15T22:50:00-07:00,2025-04-16 05:50:00+00:00,2365,2080,276
2025-04-15T22:50:00-07:00,2025-04-16 05:50:00+00:00,2025-04-15T22:55:00-07:00,2025-04-16 05:55:00+00:00,2304,2002,303
2025-04-15T22:55:00-07:00,2025-04-16 05:55:00+00:00,2025-04-15T23:00:00-07:00,2025-04-16 06:00:00+00:00,2279,1965,310
2025-04-15T23:00:00-07:00,2025-04-16 06:00:00+00:00,2025-04-15T23:05:00-07:00,2025-04-16 06:05:00+00:00,2130,1841,273
2025-04-15T23:05:00-07:00,2025-04-16 06:05:00+00:00,2025-04-15T23:10:00-07:00,2025-04-16 06:10:00+00:00,1894,1735,127
2025-04-15T23:10:00-07:00,2025-04-16 06:10:00+00:00,2025-04-15T23:15:00-07:00,2025-04-16 06:15:00+00:00,1641,1555,63
2025-04-15T23:15:00-07:00,2025-04-16 06:15:00+00:00,2025-04-15T23:20:00-07:00,2025-04-16 06:20:00+00:00,1369,1262,93
2025-04-15T23:20:00-07:00,2025-04-16 06:20:00+00:00,2025-04-15T23:25:00-07:00,2025-04-16 06:25:00+00:00,1342,1247,91
2025-04-15T23:25:00-07:00,2025-04-16 06:25:00+00:00,2025-04-15T23:30:00-07:00,2025-04-16 06:30:00+00:00,1178,1063,81
2025-04-15T23:30:00-07:00,2025-04-16 06:30:00+00:00,2025-04-15T23:35:00-07:00,2025-04-16 06:35:00+00:00,1015,924,78
2025-04-15T23:35:00-07:00,2025-04-16 06:35:00+00:00,2025-04-15T23:40:00-07:00,2025-04-16 06:40:00+00:00,891,789,92
2025-04-15T23:40:00-07:00,2025-04-16 06:40:00+00:00,2025-04-15T23:45:00-07:00,2025-04-16 06:45:00+00:00,707,632,55
2025-04-15T23:45:00-07:00,2025-04-16 06:45:00+00:00,2025-04-15T23:50:00-07:00,2025-04-16 06:50:00+00:00,504,454,38
2025-04-15T23:50:00-07:00,2025-04-16 06:50:00+00:00,2025-04-15T23:55:00-07:00,2025-04-16 06:55:00+00:00,406,356,47
2025-04-15T23:55:00-07:00,2025-04-16 06:55:00+00:00,2025-04-16T00:00:00-07:00,2025-04-16 07:00:00+00:00,412,409,2
2025-04-16T00:00:00-07:00,2025-04-16 07:00:00+00:00,2025-04-16T00:05:00-07:00,2025-04-16 07:05:00+00:00,497,455,41
2025-04-16T00:05:00-07:00,2025-04-16 07:05:00+00:00,2025-04-16T00:10:00-07:00,2025-04-16 07:10:00+00:00,587,477,133
2025-04-16T00:10:00-07:00,2025-04-16 07:10:00+00:00,2025-04-16T00:15:00-07:00,2025-04-16 07:15:00+00:00,679,618,62
2025-04-16T00:15:00-07:00,2025-04-16 07:15:00+00:00,2025-04-16T00:20:00-07:00,2025-04-16 07:20:00+00:00,539,464,61
2025-04-16T00:20:00-07:00,2025-04-16 07:20:00+00:00,2025-04-16T00:25:00-07:00,2025-04-16 07:25:00+00:00,470,393,62
2025-04-16T00:25:00-07:00,2025-04-16 07:25:00+00:00,2025-04-16T00:30:00-07:00,2025-04-16 07:30:00+00:00,233,151,62
2025-04-16T00:30:00-07:00,2025-04-16 07:30:00+00:00,2025-04-16T00:35:00-07:00,2025-04-16 07:35:00+00:00,81,10,62
2025-04-16T00:35:00-07:00,2025-04-16 07:35:00+00:00,2025-04-16T00:40:00-07:00,2025-04-16 07:40:00+00:00,-64,-136,62
2025-04-16T00:40:00-07:00,2025-04-16 07:40:00+00:00,2025-04-16T00:45:00-07:00,2025-04-16 07:45:00+00:00,-70,-132,62
2025-04-16T00:45:00-07:00,2025-04-16 07:45:00+00:00,2025-04-16T00:50:00-07:00,2025-04-16 07:50:00+00:00,-73,-132,61
2025-04-16T00:50:00-07:00,2025-04-16 07:50:00+00:00,2025-04-16T00:55:00-07:00,2025-04-16 07:55:00+00:00,-71,-134,61
2025-04-16T00:55:00-07:00,2025-04-16 07:55:00+00:00,2025-04-16T01:00:00-07:00,2025-04-16 08:00:00+00:00,-90,-150,60
2025-04-16T01:00:00-07:00,2025-04-16 08:00:00+00:00,2025-04-16T01:05:00-07:00,2025-04-16 08:05:00+00:00,-59,-115,55
2025-04-16T01:05:00-07:00,2025-04-16 08:05:00+00:00,2025-04-16T01:10:00-07:00,2025-04-16 08:10:00+00:00,16,7,25
2025-04-16T01:10:00-07:00,2025-04-16 08:10:00+00:00,2025-04-16T01:15:00-07:00,2025-04-16 08:15:00+00:00,105,98,9
2025-04-16T01:15:00-07:00,2025-04-16 08:15:00+00:00,2025-04-16T01:20:00-07:00,2025-04-16 08:20:00+00:00,133,142,-1
2025-04-16T01:20:00-07:00,2025-04-16 08:20:00+00:00,2025-04-16T01:25:00-07:00,2025-04-16 08:25:00+00:00,230,233,-2
2025-04-16T01:25:00-07:00,2025-04-16 08:25:00+00:00,2025-04-16T01:30:00-07:00,2025-04-16 08:30:00+00:00,215,214,-2
2025-04-16T01:30:00-07:00,2025-04-16 08:30:00+00:00,2025-04-16T01:35:00-07:00,2025-04-16 08:35:00+00:00,159,152,-2
2025-04-16T01:35:00-07:00,2025-04-16 08:35:00+00:00,2025-04-16T01:40:00-07:00,2025-04-16 08:40:00+00:00,34,23,-2
2025-04-16T01:40:00-07:00,2025-04-16 08:40:00+00:00,2025-04-16T01:45:00-07:00,2025-04-16 08:45:00+00:00,-97,-105,-2
2025-04-16T01:45:00-07:00,2025-04-16 08:45:00+00:00,2025-04-16T01:50:00-07:00,2025-04-16 08:50:00+00:00,-140,-138,-2
2025-04-16T01:50:00-07:00,2025-04-16 08:50:00+00:00,2025-04-16T01:55:00-07:00,2025-04-16 08:55:00+00:00,-170,-176,-2
2025-04-16T01:55:00-07:00,2025-04-16 08:55:00+00:00,2025-04-16T02:00:00-07:00,2025-04-16 09:00:00+00:00,-214,-214,-2
2025-04-16T02:00:00-07:00,2025-04-16 09:00:00+00:00,2025-04-16T02:05:00-07:00,2025-04-16 09:05:00+00:00,-193,-185,1
2025-04-16T02:05:00-07:00,2025-04-16 09:05:00+00:00,2025-04-16T02:10:00-07:00,2025-04-16 09:10:00+00:00,-135,-145,5
2025-04-16T02:10:00-07:00,2025-04-16 09:10:00+00:00,2025-04-16T02:15:00-07:00,2025-04-16 09:15:00+00:00,-311,-332,5
2025-04-16T02:15:00-07:00,2025-04-16 09:15:00+00:00,2025-04-16T02:20:00-07:00,2025-04-16 09:20:00+00:00,-386,-391,5
2025-04-16T02:20:00-07:00,2025-04-16 09:20:00+00:00,2025-04-16T02:25:00-07:00,2025-04-16 09:25:00+00:00,-336,-338,4
2025-04-16T02:25:00-07:00,2025-04-16 09:25:00+00:00,2025-04-16T02:30:00-07:00,2025-04-16 09:30:00+00:00,-318,-312,3
2025-04-16T02:30:00-07:00,2025-04-16 09:30:00+00:00,2025-04-16T02:35:00-07:00,2025-04-16 09:35:00+00:00,-218,-215,2
2025-04-16T02:35:00-07:00,2025-04-16 09:35:00+00:00,2025-04-16T02:40:00-07:00,2025-04-16 09:40:00+00:00,-174,-170,2
2025-04-16T02:40:00-07:00,2025-04-16 09:40:00+00:00,2025-04-16T02:45:00-07:00,2025-04-16 09:45:00+00:00,-96,-93,2
2025-04-16T02:45:00-07:00,2025-04-16 09:45:00+00:00,2025-04-16T02:50:00-07:00,2025-04-16 09:50:00+00:00,-53,-54,2
2025-04-16T02:50:00-07:00,2025-04-16 09:50:00+00:00,2025-04-16T02:55:00-07:00,2025-04-16 09:55:00+00:00,-76,-81,2
2025-04-16T02:55:00-07:00,2025-04-16 09:55:00+00:00,2025-04-16T03:00:00-07:00,2025-04-16 10:00:00+00:00,-95,-98,2
2025-04-16T03:00:00-07:00,2025-04-16 10:00:00+00:00,2025-04-16T03:05:00-07:00,2025-04-16 10:05:00+00:00,-122,-129,2
2025-04-16T03:05:00-07:00,2025-04-16 10:05:00+00:00,2025-04-16T03:10:00-07:00,2025-04-16 10:10:00+00:00,-197,-205,1
2025-04-16T03:10:00-07:00,2025-04-16 10:10:00+00:00,2025-04-16T03:15:00-07:00,2025-04-16 10:15:00+00:00,-220,-220,0
2025-04-16T03:15:00-07:00,2025-04-16 10:15:00+00:00,2025-04-16T03:20:00-07:00,2025-04-16 10:20:00+00:00,-221,-225,0
2025-04-16T03:20:00-07:00,2025-04-16 10:20:00+00:00,2025-04-16T03:25:00-07:00,2025-04-16 10:25:00+00:00,-295,-305,0
2025-04-16T03:25:00-07:00,2025-04-16 10:25:00+00:00,2025-04-16T03:30:00-07:00,2025-04-16 10:30:00+00:00,-404,-410,0
2025-04-16T03:30:00-07:00,2025-04-16 10:30:00+00:00,2025-04-16T03:35:00-07:00,2025-04-16 10:35:00+00:00,-429,-429,0
2025-04-16T03:35:00-07:00,2025-04-16 10:35:00+00:00,2025-04-16T03:40:00-07:00,2025-04-16 10:40:00+00:00,-426,-426,0
2025-04-16T03:40:00-07:00,2025-04-16 10:40:00+00:00,2025-04-16T03:45:00-07:00,2025-04-16 10:45:00+00:00,-424,-425,0
2025-04-16T03:45:00-07:00,2025-04-16 10:45:00+00:00,2025-04-16T03:50:00-07:00,2025-04-16 10:50:00+00:00,-429,-429,0
2025-04-16T03:50:00-07:00,2025-04-16 10:50:00+00:00,2025-04-16T03:55:00-07:00,2025-04-16 10:55:00+00:00,-422,-422,0
2025-04-16T03:55:00-07:00,2025-04-16 10:55:00+00:00,2025-04-16T04:00:00-07:00,2025-04-16 11:00:00+00:00,-482,-490,0
2025-04-16T04:00:00-07:00,2025-04-16 11:00:00+00:00,2025-04-16T04:05:00-07:00,2025-04-16 11:05:00+00:00,-496,-493,0
2025-04-16T04:05:00-07:00,2025-04-16 11:05:00+00:00,2025-04-16T04:10:00-07:00,2025-04-16 11:10:00+00:00,-338,-316,1
2025-04-16T04:10:00-07:00,2025-04-16 11:10:00+00:00,2025-04-16T04:15:00-07:00,2025-04-16 11:15:00+00:00,-225,-223,1
2025-04-16T04:15:00-07:00,2025-04-16 11:15:00+00:00,2025-04-16T04:20:00-07:00,2025-04-16 11:20:00+00:00,-221,-224,1
2025-04-16T04:20:00-07:00,2025-04-16 11:20:00+00:00,2025-04-16T04:25:00-07:00,2025-04-16 11:25:00+00:00,-256,-272,1
2025-04-16T04:25:00-07:00,2025-04-16 11:25:00+00:00,2025-04-16T04:30:00-07:00,2025-04-16 11:30:00+00:00,-522,-546,1
2025-04-16T04:30:00-07:00,2025-04-16 11:30:00+00:00,2025-04-16T04:35:00-07:00,2025-04-16 11:35:00+00:00,-775,-801,2
2025-04-16T04:35:00-07:00,2025-04-16 11:35:00+00:00,2025-04-16T04:40:00-07:00,2025-04-16 11:40:00+00:00,-922,-927,2
2025-04-16T04:40:00-07:00,2025-04-16 11:40:00+00:00,2025-04-16T04:45:00-07:00,2025-04-16 11:45:00+00:00,-904,-902,1
2025-04-16T04:45:00-07:00,2025-04-16 11:45:00+00:00,2025-04-16T04:50:00-07:00,2025-04-16 11:50:00+00:00,-833,-822,1
2025-04-16T04:50:00-07:00,2025-04-16 11:50:00+00:00,2025-04-16T04:55:00-07:00,2025-04-16 11:55:00+00:00,-661,-649,1
2025-04-16T04:55:00-07:00,2025-04-16 11:55:00+00:00,2025-04-16T05:00:00-07:00,2025-04-16 12:00:00+00:00,-557,-542,1
2025-04-16T05:00:00-07:00,2025-04-16 12:00:00+00:00,2025-04-16T05:05:00-07:00,2025-04-16 12:05:00+00:00,-311,-282,1
2025-04-16T05:05:00-07:00,2025-04-16 12:05:00+00:00,2025-04-16T05:10:00-07:00,2025-04-16 12:10:00+00:00,93,110,33
2025-04-16T05:10:00-07:00,2025-04-16 12:10:00+00:00,2025-04-16T05:15:00-07:00,2025-04-16 12:15:00+00:00,477,476,29
2025-04-16T05:15:00-07:00,2025-04-16 12:15:00+00:00,2025-04-16T05:20:00-07:00,2025-04-16 12:20:00+00:00,592,560,37
2025-04-16T05:20:00-07:00,2025-04-16 12:20:00+00:00,2025-04-16T05:25:00-07:00,2025-04-16 12:25:00+00:00,684,655,38
2025-04-16T05:25:00-07:00,2025-04-16 12:25:00+00:00,2025-04-16T05:30:00-07:00,2025-04-16 12:30:00+00:00,729,693,38
2025-04-16T05:30:00-07:00,2025-04-16 12:30:00+00:00,2025-04-16T05:35:00-07:00,2025-04-16 12:35:00+00:00,772,728,50
2025-04-16T05:35:00-07:00,2025-04-16 12:35:00+00:00,2025-04-16T05:40:00-07:00,2025-04-16 12:40:00+00:00,865,827,51
2025-04-16T05:40:00-07:00,2025-04-16 12:40:00+00:00,2025-04-16T05:45:00-07:00,2025-04-16 12:45:00+00:00,974,930,50
2025-04-16T05:45:00-07:00,2025-04-16 12:45:00+00:00,2025-04-16T05:50:00-07:00,2025-04-16 12:50:00+00:00,993,942,49
2025-04-16T05:50:00-07:00,2025-04-16 12:50:00+00:00,2025-04-16T05:55:00-07:00,2025-04-16 12:55:00+00:00,994,953,46
2025-04-16T05:55:00-07:00,2025-04-16 12:55:00+00:00,2025-04-16T06:00:00-07:00,2025-04-16 13:00:00+00:00,1106,1079,46
2025-04-16T06:00:00-07:00,2025-04-16 13:00:00+00:00,2025-04-16T06:05:00-07:00,2025-04-16 13:05:00+00:00,1454,1472,59
2025-04-16T06:05:00-07:00,2025-04-16 13:05:00+00:00,2025-04-16T06:10:00-07:00,2025-04-16 13:10:00+00:00,2641,2610,131
2025-04-16T06:10:00-07:00,2025-04-16 13:10:00+00:00,2025-04-16T06:15:00-07:00,2025-04-16 13:15:00+00:00,3235,3116,148
2025-04-16T06:15:00-07:00,2025-04-16 13:15:00+00:00,2025-04-16T06:20:00-07:00,2025-04-16 13:20:00+00:00,3604,3482,148
2025-04-16T06:20:00-07:00,2025-04-16 13:20:00+00:00,2025-04-16T06:25:00-07:00,2025-04-16 13:25:00+00:00,3795,3647,152
2025-04-16T06:25:00-07:00,2025-04-16 13:25:00+00:00,2025-04-16T06:30:00-07:00,2025-04-16 13:30:00+00:00,3650,3476,153
2025-04-16T06:30:00-07:00,2025-04-16 13:30:00+00:00,2025-04-16T06:35:00-07:00,2025-04-16 13:35:00+00:00,3342,3168,146
2025-04-16T06:35:00-07:00,2025-04-16 13:35:00+00:00,2025-04-16T06:40:00-07:00,2025-04-16 13:40:00+00:00,3095,2952,119
2025-04-16T06:40:00-07:00,2025-04-16 13:40:00+00:00,2025-04-16T06:45:00-07:00,2025-04-16 13:45:00+00:00,2774,2659,81
2025-04-16T06:45:00-07:00,2025-04-16 13:45:00+00:00,2025-04-16T06:50:00-07:00,2025-04-16 13:50:00+00:00,2465,2419,13
2025-04-16T06:50:00-07:00,2025-04-16 13:50:00+00:00,2025-04-16T06:55:00-07:00,2025-04-16 13:55:00+00:00,2111,2106,-29
2025-04-16T06:55:00-07:00,2025-04-16 13:55:00+00:00,2025-04-16T07:00:00-07:00,2025-04-16 14:00:00+00:00,1730,1781,-83
2025-04-16T07:00:00-07:00,2025-04-16 14:00:00+00:00,2025-04-16T07:05:00-07:00,2025-04-16 14:05:00+00:00,1562,1707,-154
2025-04-16T07:05:00-07:00,2025-04-16 14:05:00+00:00,2025-04-16T07:10:00-07:00,2025-04-16 14:10:00+00:00,1604,1759,-138
2025-04-16T07:10:00-07:00,2025-04-16 14:10:00+00:00,2025-04-16T07:15:00-07:00,2025-04-16 14:15:00+00:00,1573,1661,-109
2025-04-16T07:15:00-07:00,2025-04-16 14:15:00+00:00,2025-04-16T07:20:00-07:00,2025-04-16 14:20:00+00:00,1239,1323,-123
2025-04-16T07:20:00-07:00,2025-04-16 14:20:00+00:00,2025-04-16T07:25:00-07:00,2025-04-16 14:25:00+00:00,869,1003,-169
2025-04-16T07:25:00-07:00,2025-04-16 14:25:00+00:00,2025-04-16T07:30:00-07:00,2025-04-16 14:30:00+00:00,421,603,-217
2025-04-16T07:30:00-07:00,2025-04-16 14:30:00+00:00,2025-04-16T07:35:00-07:00,2025-04-16 14:35:00+00:00,196,364,-194
2025-04-16T07:35:00-07:00,2025-04-16 14:35:00+00:00,2025-04-16T07:40:00-07:00,2025-04-16 14:40:00+00:00,-109,-57,-91
2025-04-16T07:40:00-07:00,2025-04-16 14:40:00+00:00,2025-04-16T07:45:00-07:00,2025-04-16 14:45:00+00:00,-543,-445,-145
2025-04-16T07:45:00-07:00,2025-04-16 14:45:00+00:00,2025-04-16T07:50:00-07:00,2025-04-16 14:50:00+00:00,-940,-769,-220
2025-04-16T07:50:00-07:00,2025-04-16 14:50:00+00:00,2025-04-16T07:55:00-07:00,2025-04-16 14:55:00+00:00,-1539,-1259,-335
2025-04-16T07:55:00-07:00,2025-04-16 14:55:00+00:00,2025-04-16T08:00:00-07:00,2025-04-16 15:00:00+00:00,-1957,-1498,-457
2025-04-16T08:00:00-07:00,2025-04-16 15:00:00+00:00,2025-04-16T08:05:00-07:00,2025-04-16 15:05:00+00:00,-1651,-1146,-481
2025-04-16T08:05:00-07:00,2025-04-16 15:05:00+00:00,2025-04-16T08:10:00-07:00,2025-04-16 15:10:00+00:00,-1200,-818,-347
2025-04-16T08:10:00-07:00,2025-04-16 15:10:00+00:00,2025-04-16T08:15:00-07:00,2025-04-16 15:15:00+00:00,-1087,-718,-352
2025-04-16T08:15:00-07:00,2025-04-16 15:15:00+00:00,2025-04-16T08:20:00-07:00,2025-04-16 15:20:00+00:00,-1114,-785,-345
2025-04-16T08:20:00-07:00,2025-04-16 15:20:00+00:00,2025-04-16T08:25:00-07:00,2025-04-16 15:25:00+00:00,-1136,-793,-346
2025-04-16T08:25:00-07:00,2025-04-16 15:25:00+00:00,2025-04-16T08:30:00-07:00,2025-04-16 15:30:00+00:00,-1435,-1143,-337
2025-04-16T08:30:00-07:00,2025-04-16 15:30:00+00:00,2025-04-16T08:35:00-07:00,2025-04-16 15:35:00+00:00,-1895,-1548,-361
2025-04-16T08:35:00-07:00,2025-04-16 15:35:00+00:00,2025-04-16T08:40:00-07:00,2025-04-16 15:40:00+00:00,-2012,-1631,-404
2025-04-16T08:40:00-07:00,2025-04-16 15:40:00+00:00,2025-04-16T08:45:00-07:00,2025-04-16 15:45:00+00:00,-2187,-1767,-422
2025-04-16T08:45:00-07:00,2025-04-16 15:45:00+00:00,2025-04-16T08:50:00-07:00,2025-04-16 15:50:00+00:00,-2261,-1846,-430
2025-04-16T08:50:00-07:00,2025-04-16 15:50:00+00:00,2025-04-16T08:55:00-07:00,2025-04-16 15:55:00+00:00,-2349,-1919,-433
2025-04-16T08:55:00-07:00,2025-04-16 15:55:00+00:00,2025-04-16T09:00:00-07:00,2025-04-16 16:00:00+00:00,-2577,-2166,-435
2025-04-16T09:00:00-07:00,2025-04-16 16:00:00+00:00,2025-04-16T09:05:00-07:00,2025-04-16 16:05:00+00:00,-2673,-2248,-438
2025-04-16T09:05:00-07:00,2025-04-16 16:05:00+00:00,2025-04-16T09:10:00-07:00,2025-04-16 16:10:00+00:00,-2767,-2380,-367
2025-04-16T09:10:00-07:00,2025-04-16 16:10:00+00:00,2025-04-16T09:15:00-07:00,2025-04-16 16:15:00+00:00,-2637,-2272,-368
2025-04-16T09:15:00-07:00,2025-04-16 16:15:00+00:00,2025-04-16T09:20:00-07:00,2025-04-16 16:20:00+00:00,-2670,-2306,-376
